D01_V1_SAT.bam	D02_V1_SAT.bam	D03_V1_SAT.bam	D06_V1_SAT.bam	D07_V1_SAT.bam	D08_V1_SAT.bam	D09_V1_SAT.bam	D10_V1_SAT.bam	D101_V1_SAT.bam	D102_V1_SAT.bam	D119_V1_SAT.bam	D12_V1_SAT.bam	D128_V1_SAT.bam	D130_V1_SAT.bam	D133_V1_SAT.bam	D135_V1_SAT.bam	D139_V1_SAT.bam	D14_V1_SAT.bam	D141_V1_SAT.bam	D15_V1_SAT.bam	D162_V1_SAT.bam	D164_V1_SAT.bam	D17_V1_SAT.bam	D171_V1_SAT.bam	D177_V1_SAT.bam	D181_V1_SAT.bam	D185_V1_SAT.bam	D19_V1_SAT.bam	D191_V1_SAT.bam	D198_V1_SAT.bam	D199_V1_SAT.bam	D20_V1_SAT.bam	D201_V1_SAT.bam	D207_V1_SAT.bam	D21_V1_SAT.bam	D22_V1_SAT.bam	D25_V1_SAT.bam	D26_V1_SAT.bam	D31_V1_SAT.bam	D32_V1_SAT.bam	D33_V1_SAT.bam	D34_V1_SAT.bam	D40_V1_SAT.bam	D41_V1_SAT.bam	D42_V1_SAT.bam	D43_V1_SAT.bam	D46_V1_SAT.bam	D47_V1_SAT.bam	D48_V1_SAT.bam	D49_V1_SAT.bam	D52_V1_SAT.bam	D55_V1_SAT.bam	D57_V1_SAT.bam	D59_V1_SAT.bam	D61_V1_SAT.bam	D64_V1_SAT.bam	D68_V1_SAT.bam	D70_V1_SAT.bam	D72_V1_SAT.bam	D74_V1_SAT.bam	D75_V1_SAT.bam	D78_V1_SAT.bam	D81_V1_SAT.bam	D82_V1_SAT.bam	D87_V1_SAT.bam	D93_V1_SAT.bam	D98_V1_SAT.bam
CD300A	3.53537433277229	4.83247251388956	4.42408634749243	4.47869459649353	4.76993880703786	4.85896527138516	3.254325230929	4.78651673738486	4.31207777721835	3.31236055308507	3.59771238500918	3.97902859069862	2.12531939890517	1.9987822349276	4.31761334021205	4.03354922015552	4.20210788721176	4.92935315381007	2.92309949581176	3.75427677421979	2.71209898777304	2.30191818487893	4.27867313081551	3.89081369835923	2.03214394381619	2.84494599220704	3.30262261969254	3.88735741313822	3.07561687902722	3.2276017238437	3.434317056197	3.54588593290842	3.91175393664143	4.73436214194754	4.04367715555507	4.51859356046023	3.61841801309317	5.07025483729302	3.90434362679519	3.6772163506022	4.15485439040912	3.61654592076103	4.4692980994798	4.00895153607477	2.64239046870799	3.90703396105502	2.07909021634139	3.52356665978829	3.62026838850218	3.7541188156152	1.59135348983383	2.65370129748907	2.3808489838788	2.50209607005075	3.18801591422859	3.9581409568817	3.10529889126524	3.40162430751049	2.42755554700348	2.97591819236789	3.23543818753677	1.54204567013619	3.61593258432748	3.40926809206035	1.98034859292769	3.06247574541611	3.37441088826778
CD300LF	0.870636133420743	2.19365157118465	2.27242420247319	2.45780606150777	2.64375729131271	2.14252695375225	0.984974222476188	2.54680960954583	1.68731757636807	1.40376539392171	1.78725945773465	1.77190509240971	0.650580864133616	-0.405399727074764	2.06164952557736	2.27921427885949	2.25746425438148	3.02037433619903	1.04905662027669	1.52643910416749	-0.442021427701483	-0.380929294171076	1.57674605619876	0.756863269031943	0.648336489608994	0.45962921819829	0.97364067362392	1.14184792168741	0.0598955114744674	0.447608721671992	0.505607728150683	1.84239045568324	0.876973848455337	2.39251415151604	1.29829614077509	1.76870335978488	0.503840093404513	3.47873072247058	1.93866254844682	0.211235458388898	2.14134363986759	1.43967921862193	1.97106103553803	1.82152608474798	-0.37651629253405	-0.306323692486971	0.193390808246022	1.37272559656678	1.89118346487305	1.25890257529334	-0.629155699329137	0.942351172970992	0.0988991111635866	0.0473643392653305	1.09766624828445	1.05007564008252	1.08350044569192	1.22575329053475	0.515984456636645	-0.00346889994067369	0.484981269664381	-0.471977486834498	1.21538951328859	1.13484873798949	0.47077078423536	0.708467584752213	0.725481145497262
CD37	3.40618084426513	5.42987637380153	4.61247515265639	4.84480981184894	5.06674938081391	5.06627633612776	3.72979788778955	5.33782616753561	4.56874528071033	4.15967804893286	4.66398173704069	4.53162879455272	3.65484523049465	2.85563556727928	4.50724132011119	4.82674299947532	4.65640017214474	4.87353545830426	3.63353070774648	5.66841144598883	3.43373007619065	2.98273526949552	5.00725165971245	4.27676504555521	3.72086332167378	3.48432014630717	3.69535882899529	3.93976639360653	4.31811720620599	4.19348917540318	3.97390004297095	4.52906841712293	4.15565581556065	5.3046547397529	4.26094037756988	4.44552359787961	4.38417640639056	5.89169469153029	4.360614479352	3.39984961521929	4.44226790762804	5.0259514252641	5.29897276919139	4.12599236103875	3.84839086729245	3.67550515850581	2.81188176173392	4.15729159061409	4.6322829802041	3.6302705245771	2.93884205579773	3.73190214030221	3.51773901015675	3.26830124033072	4.15988150569013	3.5888262292852	3.19318587780286	4.20729147722339	3.67139298873701	3.55025485042812	4.18518047126976	3.26638201092704	4.31582732185081	4.20650769046319	4.0657494815555	3.39185745448002	3.8562175378116
CD3D	0.934503152486933	1.50113908207254	0.419794536743843	1.53779901167746	1.5741887932852	1.56603453654266	-0.233650195531916	0.932800993768799	0.905117876727914	1.21447044676351	0.570031027583747	0.87808393837354	0.508722495031823	-0.254728300137367	0.951462254941561	1.22257742891468	1.57446720986089	0.902457835598125	1.04905662027669	2.4824034838007	0.15233873260646	0.878510766638133	-1.82997484960373	0.605304961143493	-0.256551208665753	-1.42069285464513	-0.23041370583719	0.796914227298815	0.0598955114744674	-0.509744666419502	1.22270292337145	0.621370604978984	0.133914522829054	0.418782325116453	0.990141356346617	0.552781681422553	1.74059751548122	1.4154910988139	0.943943571068637	1.15811365089286	1.51270521335256	1.67640344581354	0.922169363655594	0.27931526609892	-0.0449452549002745	-1.02634953736105	-0.127912290685679	0.412571382499909	1.62196089030041	1.37240214755348	-0.0557063286198055	-0.0921077426294854	1.1136165026251	0.644052738369332	0.971791792755023	0.492146058847149	0.556321526240704	-0.281256807639751	-0.0274926993450832	0.865519057596163	0.484981269664381	-0.00743075348439124	0.60048132631222	1.0196254744556	-0.79231262996378	0.791987853947223	0.626489428999798
CD5	1.80063535195816	2.4563121855992	3.22081307078283	3.64323302529236	3.29764216231445	3.17330423971499	1.6360215715068	2.65678926311488	2.71390726206657	2.96098391181998	2.03817730182205	3.04159416516149	2.10080665798237	1.77180099222448	2.40464003086586	2.85889881578466	2.84515569590645	2.14186331824602	2.21865603125751	2.66593556879995	0.896778626261591	1.85706513551699	1.62808797445344	1.825153901713	1.43080127543024	1.57426482392411	1.1842879916423	2.55641866962049	1.50339529269752	2.2031355792863	2.5212992554282	1.58543356176673	1.64625955208684	2.68129474237557	2.87717083686139	2.34440732464932	2.82295008155506	3.16774444860577	2.05373273152316	1.26942239600747	3.08121334794902	3.04877826116712	2.75625577563369	2.06170896604973	2.87545081722945	2.27307455507374	0.678103022627372	1.62901071671428	3.63500923319904	2.70189153825545	1.2036959567205	1.42578517634118	2.041072430702	1.62506394823752	2.51506360267229	2.45576101885382	1.67819182908595	2.39569340401067	1.32607657643262	1.71702999642802	2.49689191151717	2.7245509816547	2.75574271142597	2.66123516128104	2.32877712786418	1.95384689658999	2.51360039184788
CD6	3.69139558268391	3.57078255987278	3.98287919581138	4.24833305622145	3.88935779188683	4.1691403915976	2.48321736635061	3.40433955035532	3.09651044753732	3.35885462029523	2.88472434814623	3.99497217852987	3.03302927270003	2.73474164928319	3.53820244557079	3.90073598059155	4.00915866624938	2.69929128345628	3.01824652469851	4.1733632792779	1.97301357288889	2.26669104338311	2.56090856549602	2.85812405512831	2.43773158706606	2.13098183190312	2.78729532463778	3.65631640780191	2.54174450035857	2.4325607679918	3.48873024379397	2.18939225063428	2.9542960687705	2.86008188025896	3.6405373437743	2.92828157683494	3.18792497851162	3.43503687909254	2.93601477015546	3.07159320071685	3.97783092114256	3.86425111647891	3.68180991112558	2.86711686125834	3.42248269637828	3.26299786696366	2.988261458661	2.13812214929083	4.34011508722702	3.0703924143911	1.80185067920169	2.65370129748907	3.20002969279886	2.91030294430952	3.92533641099785	2.92090390670749	2.42289356657747	3.1255217287516	2.47491607494071	2.87144403157013	3.34664502438492	2.94581235052386	3.38505947923778	3.43197832556253	3.15885635112877	2.99358118916013	3.30408227986157
CD7	1.45357863081493	3.46625856763342	1.99983114266709	2.49411405254754	3.48996813895246	2.8486065344314	1.83171293781078	2.87730181340276	1.76399928788704	2.69713358849218	1.84105587495016	1.84409677341456	1.63849500949455	1.8064963369206	3.0593764542496	2.08882528785908	3.18416336629979	2.41641628046664	2.50811528371801	4.27370739211666	1.69505104804894	1.94882354390011	1.57674605619876	2.38641675680723	1.74839635124303	2.37336398464041	1.62067536511031	1.0897868617984	1.23030938118384	1.23629341517799	1.41480706840029	1.21313735355638	1.64625955208684	1.19461200697416	1.66397616184476	1.92021997552574	2.16135711829573	1.99920644266148	2.3966505268265	1.68532652885185	2.78763675776257	2.86942072958974	1.89452810111397	2.16829984791315	2.79499026828787	1.44105537134659	0.514818711350515	1.42775439761364	2.66937558700325	2.54932970583768	0.35353996702871	1.16959978990492	2.24489864492051	1.7438282265403	1.68388781874488	1.68216891748072	2.02330557187265	2.23906383876331	0.322425824178659	-0.00346889994067369	2.11235941801114	1.39954537037251	2.2032542917051	3.26494449169782	1.52003239317073	1.14952849164353	0.946785037055441
CD72	2.88237189001014	2.96595002770009	2.54337605827757	1.98317835717741	1.5741887932852	3.0520472661903	2.04404201941377	2.29797159317795	1.90612215076404	2.18046022077915	1.48331751293504	1.7344077851015	1.91645958094301	1.22296966237765	2.14232172350969	2.44738210360058	2.13118821896555	2.2626682223465	2.10764555885931	2.0636262566106	1.51733430328617	1.54052840883845	1.67766537679616	2.47653614276752	2.00853483083185	1.91806615207134	1.81040220104595	2.21135888323828	1.58403133945916	1.56130792172143	1.73597751630799	1.63156498028616	1.986181122904	3.46841400555197	2.84587370469349	2.80016000686756	2.23256204001217	3.14079834670153	1.16482910035053	1.7634658301558	2.18154464020492	1.1563380461798	2.4435441229158	2.42634166259426	-0.0449452549002745	1.83290012282612	0.824771467574303	1.50655160654767	1.84120883064711	1.86143453463083	1.1534147331928	1.99925989016475	1.1136165026251	1.82689570442168	2.37289823634078	1.54818253354985	1.90335192330698	2.53697121862001	2.22084322427792	0.541610551651831	2.26172874728846	1.0637862303256	1.81997596656649	2.16077602890301	2.24923781554762	2.3342119002522	1.67288975845191
CD8A	2.61639618655096	2.34280860872059	2.62345490814254	3.58550895893189	3.93416017759863	3.67563919183445	1.28142940905565	1.99707954176837	2.05596824535279	2.29965769662854	1.48331751293504	2.29411849894618	3.02001508631112	1.11638560012865	2.36035782532733	3.10011598804828	2.76237275164727	3.31672688398955	2.27111414748724	2.30406350419859	2.4566711429626	2.19354627441672	1.72559552972474	2.47653614276752	0.874138957121982	1.75638254000554	1.93210754640928	3.8090221750611	2.58156810756987	1.82639627315434	2.67937858727758	2.15821532811766	2.90174859733816	3.24518800776163	3.41387831787025	2.03851871710101	3.63165012961335	2.3678766666064	2.21076856468111	1.97530563593367	3.65986218099545	1.43967921862193	2.27264551824776	2.56937225250595	2.41900298837285	1.78935725831629	1.15564621291874	2.1867894462364	4.44421860760041	2.41448329431307	1.62863891429333	2.18407106288876	3.56132281477765	3.61065651817095	2.64446787929309	1.23588259347786	2.45168962559537	2.17131858424298	0.839190556764727	2.75880948740522	2.94861372518307	1.67172735267733	1.97587202097656	2.10533960986843	0.840012498320223	1.48684825332289	1.69748486521472
CD9	5.422202543518	5.80897433864904	5.7613094581783	5.85099291478323	5.24920485899901	6.68586069388511	4.81016042440755	6.82311418248226	6.3919038141199	5.06284075351229	5.08214870690375	6.0069521278273	6.82116361977531	4.85459386488591	5.19952658019997	6.37486065188106	5.97467095424855	6.56512829251429	4.42934856591624	5.51627155049077	5.22447226123026	4.35010081940155	6.05820521340521	5.49177221326493	5.31495478085396	5.08018117422879	5.60414763263293	5.31843816992003	5.84102569915428	5.60454899508145	5.49072421852975	6.38446251060287	5.9668825889556	6.56754065006535	6.25411535012305	5.92893038696769	6.30876459977678	6.71790285143447	5.5509561292843	5.96287914563363	4.77344943792545	6.30847532097118	5.99037655856404	5.29089696978656	4.36970486611998	4.88839973032775	4.59359230012452	3.9982343493226	5.94075640559219	5.10923077551395	5.47095345805206	4.96890027426968	5.41152150639118	5.37139731148748	5.38046968585768	6.4536003783171	6.27760465778868	5.4243604706838	5.63070315393023	4.75552281506882	5.43578459616404	5.52510624961315	5.11080286386823	5.71919750856613	5.65623092221696	5.30803229716976	4.95091213344545
CDC20	2.55676623516985	2.14029693079821	0.87721304903282	2.42056067316099	1.23539788877122	1.73314169853626	-0.966232188015785	1.81927460569292	1.81294581651508	1.43881655181347	-0.519231787024273	1.12987801869049	1.33649328061623	-0.405399727074764	0.890488003709237	2.85889881578466	2.19570738005453	1.17294368041921	2.37063307429103	1.22603482554082	0.445247559752218	-0.380929294171076	0.196369620613823	1.13445066850553	-0.146443281116394	-0.369230985130817	0.672039201234608	1.03577656827729	0.269467806253816	0.136461046862039	0.739005719828727	-0.399236831025405	2.51540782835661	1.38193524770438	1.25129414293478	1.74569819545716	0.614610701115456	2.3206353727688	0.943943571068637	0.0951564006334619	1.44825787773199	0.0281018596714509	0.922169363655594	-0.447276095080678	0.552775054035317	-1.02634953736105	-0.127912290685679	0.110160950114501	-0.103213198957327	-0.275570262296129	-0.629155699329137	0.210024823802807	0.658446573952783	0.136903394155289	0.093882432713685	1.98843930430915	1.28894907808817	0.198758014372226	1.1621402413468	-0.142418950320155	1.04258730659415	0.748100522089307	0.394809627227467	0.60568792574288	2.07565633896525	0.791987853947223	1.2087300911827
CDKN1B	6.97697654389026	5.69101700830411	7.23742350706796	6.70908478549328	7.08286419465522	6.66361041290629	6.98540266183885	6.30125390139345	6.80569347963898	6.44797124617736	7.08359676011138	6.97014604631358	5.98780192507426	7.33617766657445	7.06502343823613	6.36649042280454	6.05076961228182	6.96206770972155	6.15701195352186	6.24557077965922	7.07768884392678	6.87012216374568	6.92777091981488	7.12794181814589	6.47359557226907	6.82986136712664	7.01711757270124	7.23203148680109	7.09189544295154	7.24703043104548	6.72512700131656	7.03591068025712	6.74513446713025	6.99832557728254	6.74243555074824	6.878788515304	6.92057068241739	6.60167367243417	7.08917262992884	6.33487838074264	7.31677540252233	6.79048173415318	7.10656592971621	6.88142457455902	6.59994083212749	7.39729126362172	7.18978015176294	7.18845512477163	7.12254453980293	7.10584409837874	7.49916914561216	7.00524428517854	6.73521821255852	6.7275739860663	6.80411767832691	6.86987665785917	7.12103547817269	7.16742546143211	6.89515145150864	7.42715108194	6.4122699341195	6.92161762524968	7.24985420070731	6.94118754844989	6.24339465276135	6.93429918264072	6.9747033484713
CDR2L	7.0032748127173	6.54072840741328	6.01617818611084	6.9322390787427	6.51037561299969	5.29727013823099	6.05384164419648	6.95947838324337	5.94186348014617	6.83678668100025	6.08961094152365	6.4046989439258	5.69619805941739	6.01322935932305	6.10008794406234	7.46636960503192	6.79014979696367	6.16266147942337	6.36438952890679	6.60626379169647	6.5772936978951	6.15350694154792	5.99360713929891	6.07127147628141	6.58752920380892	6.31296124484437	6.3019047453049	5.97849789387668	5.98656255355765	5.81749156716715	6.74090559737399	6.2887437052006	6.3696796703486	6.13341113956699	6.72748738957676	6.62985453693552	6.25206001836305	5.72934705706776	5.89563480220164	5.7610181586743	5.55600961242163	7.59731942908682	5.76173064312992	6.58092176600869	6.58206962432072	6.05707661193087	6.04018026499486	5.7274147946333	6.56822417710489	5.74368231019295	5.61956638692385	5.99981588111854	6.07190348223518	6.12202569342033	5.349169297972	5.34973133549316	5.59341057673729	5.97918196756506	6.1999584879537	5.87316757530488	6.75487502278253	6.88698196993334	5.94051772312002	5.88474198948998	7.11566315300872	6.62545961510091	6.81317731235843
CECR2	1.36364162641682	0.00526753777349849	0.740246628364353	1.93115937322536	1.3278408728251	-0.359892593549108	1.28142940905565	0.411845310018834	1.11484273671763	0.739712057727176	1.26453828982835	0.94527067102036	1.60402557608094	2.98243075416428	1.00996364275627	0.690183722665008	0.656018811119313	-0.653446319123031	2.55117773663145	0.756530420152034	1.87801709819959	1.90367372001068	0.927733844031388	0.435935748879718	0.380514437311267	2.25725715526615	1.43548089090674	1.50197743447879	0.893171488036687	1.87923016153666	0.587674698187184	0.31708082025621	0.723956918855236	1.69637963504576	2.17282728124046	-0.0265426292061363	1.35027206475779	0.00667326316144381	0.81937080144774	-0.169443966075869	1.38079641342991	0.335160380090256	1.77153205972398	1.85382839341802	1.70406871311504	1.95615853333309	1.82396412422533	2.40817760488484	0.389385040347517	1.91237101035609	3.78884684520985	1.91815399175106	1.61429907164331	0.816570602756087	2.0995544410769	0.492146058847149	0.754232390677242	2.78376670699859	1.91225394450718	1.50059351966185	0.484981269664381	1.79070748214744	1.41022701337142	1.13484873798949	1.13374869361934	1.48684825332289	0.987245520046895
CELSR3	1.57877257053018	2.14029693079821	1.58561579471511	1.87719436438452	1.78454301632206	1.83467816228746	1.83171293781078	0.932800993768799	1.66082372898948	1.63292515828381	1.26453828982835	2.04123790761885	2.02466578890193	1.54403643304826	1.75460838765725	2.73432900079822	0.656018811119313	2.09055904288363	2.10764555885931	1.63103082862497	1.07866585563737	1.21055676947523	0.753732972367728	1.89218130890979	1.50016011189123	0.45962921819829	1.53104769800271	0.979665380688366	1.26333328518012	1.27623924807275	1.36912554265849	1.3296585358539	1.8815273150486	1.59898612784113	1.92583138375511	1.813641581337	2.12439188531147	2.22124233535064	1.44333976936892	0.97317821177794	1.07414286951026	2.17838486209648	1.68329365384808	1.2228464455903	1.41201829204915	1.54943598803536	1.65123030524793	1.16169614481818	1.43245345457732	0.799265056719938	1.80185067920169	1.42578517634118	1.59578785714375	0.97064463658436	1.60127758972052	1.50060478077636	1.62861337339743	2.45387495294748	1.64873371448726	1.40402662312602	2.20382328334011	1.47255421539556	1.44622490632558	2.04768759419196	0.944711774041067	1.91711494235773	1.1386131783416
CHST11	4.20663572365853	4.78545910830616	4.96730368601146	5.06595948587709	5.16399774089595	4.95792679176035	3.71747070946905	4.54330370170162	5.07192079053784	4.2112706938097	3.74608422451742	4.63190143197845	2.92547244239543	2.43552973985429	4.19058901330369	4.2400803695938	4.88880455510095	4.75908438954291	3.71152807767611	4.04672924939621	3.38273691268105	3.16597114574817	4.59480167730801	4.11781618503768	2.90225397592759	3.1679631806281	3.63927172687168	4.59126919552639	3.78180784462157	3.93734211186228	3.77807330301881	4.08277497072541	4.20708786377017	4.9717163254437	4.36395325191904	4.65139705348347	4.12820882968071	5.60670798393928	3.68982215310063	4.31847931373146	4.32153433037752	3.84009134529639	5.1423063374019	4.04437179720241	3.23697512735543	3.83390978890115	3.11721708199664	4.05176606459873	4.20833192341706	3.56809342935731	2.84691509861183	3.44393713388838	3.09190603921534	2.76339485242303	3.3983539373678	4.70973636203203	2.89074513064819	3.07079826059194	3.76009337287251	3.64836781337155	3.56935082915062	3.06863818526371	3.91463435201473	3.59178461426787	2.40415943130921	3.62609831356316	3.67612525883477
CIPC	5.06010397172335	4.60029519027265	5.49476726573609	5.34475038711323	5.27845620202743	5.3324135961452	5.37851417933671	4.88019436282229	5.49575697431735	5.2446807212124	5.18973362938687	4.98312377620803	4.62783618978436	5.61118092750973	5.35993692855737	4.74515743896166	5.00588367566231	5.30625221615276	4.84725442032586	4.51831587680759	5.51627236658239	5.02357079649769	4.93773531557914	5.40262941971636	5.38996448221628	5.50614581128305	5.03449114440679	5.49143428068366	5.16883864692838	5.27308676220938	4.64503815858395	5.27022907038669	5.07934281215913	5.26551645095779	4.75785180184455	5.28083309151477	4.78441945855582	5.33085751084579	4.86873022709959	5.73701010938661	5.62140435887492	4.80037158452973	5.51886565413401	5.34303106324246	5.10461211538454	5.26734553085445	5.79530749980441	5.48788654364112	5.11482818947008	5.35227255607411	5.16636780221563	5.02807887327057	4.97803684728562	5.22849163599695	5.37426369953341	5.39271854827042	5.25246160602096	5.08560096047355	5.30349144466521	5.66754575422785	4.72238760519694	4.76293695285544	5.07962842142008	4.75353430587426	5.07566640880712	4.8868085338306	5.26249278024786
CLEC5A	-1.24642331476924	1.16950299956402	1.11739444545364	0.776842455830522	-1.04450716646293	-0.359892593549108	-1.80550164845484	0.532172154162407	-1.1009224927068	0.495242005076328	0.436609748553714	0.655425517606462	-1.09781838415053	-1.96398381524872	1.17245311031541	-0.614187936623101	-1.077822899278	1.59724168110949	-1.5329788681698	2.56393451277989	-0.442021427701483	-0.91580949854612	2.42235496639956	1.43343300969214	-0.375762222455689	-1.42069285464513	-0.23041370583719	0.152779665757495	-0.277371102814213	0.0469272885504927	1.36912554265849	1.01855147720064	-0.132176428127624	0.170227221382413	-0.62993685698363	0.703654487868258	-0.230781276237136	-0.254376500082481	0.450778520558942	0.0951564006334619	1.54388046718081	-1.26864380219761	-0.0240878858949168	-0.0387137440352638	-1.8745214023547	-0.128761571515243	-1.12479136582428	-0.107299416611575	-0.103213198957327	0.120740068283189	-1.98796667323211	-0.997010313642832	-0.0681542483989105	-0.652057387714831	0.510813080273629	-1.89929884526963	-0.486511335539531	-0.721857011101627	-2.52947427424122	-0.468332488186669	0.0317118471145948	-2.52947427424122	0.535128594626341	-0.749987315655191	-0.79231262996378	-1.8858044530865	-0.174760066919605
CLEC7A	2.36148857737158	4.44943625307018	4.02771432699884	4.80562057975061	4.77815408683436	5.05580030538969	3.61486719019445	3.92757428155385	2.52118025320475	3.92025605921345	4.10608026222758	3.95477789189435	1.91645958094301	1.11638560012865	3.89709230189536	2.62629857851531	3.41848018019456	4.68319029861303	1.98737578909422	4.24926805380922	2.04036881438864	1.85706513551699	4.06242962670042	3.89081369835923	2.45530230889149	3.1679631806281	2.53404769345614	3.7846674634023	2.104956228315	2.45012941899029	2.66054030114584	3.01283288172805	3.97246254751625	4.79058457413284	3.77122900447824	4.2991460418493	3.24069271894512	4.4996502893158	2.89029656863888	4.16858524838708	4.54214032063636	2.60844899332677	4.64893092638383	4.4661043549876	2.44560188172911	2.77524691731294	1.82396412422533	3.66196523686206	3.48034989284975	3.91887408628652	0.261590664600254	2.7738252428607	1.83554189312762	2.5679707371617	3.46994430989536	3.68773563359594	2.16914870267348	2.91382804396215	1.80515190449493	3.05754880286893	2.65650353815938	0.748100522089307	3.8286078770244	3.44320077391589	1.37767771559571	1.95384689658999	3.38958457563627
CLIP2	5.80193926677112	6.53944095993258	6.02726051845388	5.52883471116675	6.33492669696249	6.1364869393239	5.79693938666589	6.00632559617535	5.885772550115	5.52915367731102	5.77068056162328	5.97916808447549	5.99613297847743	5.26331369581716	5.73422689403828	7.08406662129087	6.01098256333942	5.27786557442821	5.48590287357544	6.88535273515114	4.98621256544392	5.58824465265926	5.64675298679952	5.54481301973	5.49563772557092	4.96460753849148	6.24196655667855	5.82574195444232	5.85327867343735	5.73568803050429	5.62310803673504	5.54489561531417	5.58615751520054	6.16565688836859	6.025300560444	5.79807641834078	6.13846127383121	6.07367261064048	5.84060668722402	5.88417900100738	5.84594059478219	7.64864639137107	5.90760478165927	6.1218658689427	5.96509089157385	5.55747578623402	5.7501271036295	5.88195979542302	5.68857985908049	5.44168017141057	5.97300432627045	5.28822343565247	5.48251317544248	5.28834056576247	6.01619860803695	5.73353209899373	5.37026533232857	5.83064143237846	5.68457678790513	5.27903457132784	5.858007637803	5.7872359876997	5.64577125814377	5.97062362006746	6.04865345540963	5.91554168010526	5.50819780555991
CLMN	7.02177005684377	6.08262437046112	6.18071973090272	6.58096039322586	6.42662371469898	6.0441112547572	6.425624112604	5.71045455639111	6.17034268275309	6.78239138539072	6.65657025890913	5.93439674887491	6.42672174687744	7.20253408839431	6.39991194990724	5.97328281083684	6.05946412241803	5.62297259961468	6.0965209207873	5.7197154377075	7.07233503644437	6.62963570541551	6.4403464097808	6.4025494496952	6.60140510556438	6.69967249316381	6.09202883411583	6.36269105139192	6.48090076143535	6.68686115746702	5.78840808998842	5.86996841998341	6.22391015578659	6.60721523708269	6.2689397655473	6.41610197588931	5.8607667493613	5.86724452008586	5.71729164291759	6.46773057772123	6.10564138827002	6.34756146768799	6.54302508876844	6.18670505010029	6.18032778870718	6.64766206986498	7.50287919149768	6.59135231057676	6.1502212221224	6.16062915930682	6.59952414203751	6.75384224863588	6.82536997635125	6.41722326619566	6.29773458446057	6.70780382633557	6.22644730723192	6.25143192233002	6.6921997924397	6.40929684116683	6.22300765022099	6.91672029347859	6.17042187027182	5.77355509899329	6.50116585741731	5.92944106547227	6.46483690236149
CLSTN3	5.19660086258664	6.61716647839056	5.22644415444163	5.89068802263275	4.94797744823641	5.89341163145932	5.14993269362319	6.82605997181705	5.27989394069023	5.44329871707194	5.53804107352061	5.70405107830852	5.96930248349195	4.38332815528348	5.71677026176671	5.76934974281722	5.51270518349076	5.64091549743218	5.46353548330449	6.37168511999	5.03656676288116	4.91399744247633	6.0082143018609	5.10354805517657	5.05749593566578	5.35898500032341	5.44966104147383	4.81217997884642	5.28193607773092	5.03190752107136	6.11679275014101	5.14859538715237	5.20030743076467	5.41249706777053	5.65055423885132	5.47517420854362	5.73460504370653	6.22566089239921	5.65486392318668	4.75130765314212	5.41980120364274	6.37514598802875	5.14643764950709	5.171029464462	6.12996615586262	5.06767535950433	4.39265810214776	4.65494663355434	5.60494754163727	5.56420024030091	5.65839411165357	5.02323899002369	5.43514185277236	5.14731959428399	5.29105819016817	5.46266944110839	5.15951642691488	5.79450960699771	5.47052426588785	4.85019359108915	5.50933925209873	5.8638699568385	5.45797742886666	5.80216543526317	5.80619527689973	5.68645245586477	5.36008211263878
CMTM3	6.98453937837063	7.09048245217545	6.64611757339737	7.11529274172881	6.70391062913909	7.34828898716136	6.36369091205447	7.60507893538414	7.10185518851493	6.78749929523309	6.36448627832647	7.08166443366134	6.76571838786754	6.18787386153685	6.74377727964036	7.95362958375931	6.86273086281673	6.79784586313948	6.48588934526984	6.46837520713579	6.1402835763577	6.28035183496723	7.05632901920497	6.62081922560218	6.389268887301	6.61079518263793	6.88241755975552	6.67575807905989	6.89523869795802	6.63691697033724	6.69188329256911	7.32711666059928	6.81072974911414	6.92361097335664	6.90500108678988	7.01790033428019	7.22117570993083	7.08424525031511	7.07647035741072	6.05509099732976	6.56479563855876	7.75018419637517	6.63851132837739	6.51174792651645	6.77794407873634	6.6718426776485	6.44453209408841	6.27608221365844	6.74169240378526	6.32708949336936	6.57943214234678	6.55693044857234	6.81540463704457	6.61521739732839	6.66105599791244	6.73889129594676	6.66185681986074	6.62665928454579	6.55981324946096	6.5098799882508	7.13003766920888	6.99004498180237	6.57276700108539	6.74089700927682	7.14480149622979	6.81582980048105	6.63683393101414
CNIH3	1.69396462139165	2.27015685891774	2.32126572177427	1.27110073176125	1.3278408728251	2.55331068999733	1.78522193865724	2.83112923175413	2.63444033193423	1.0876949325005	0.804736108080394	2.24162892961905	1.91645958094301	0.809366561707643	1.71998003402568	2.34885079307308	1.91827118796221	2.45749417655629	1.71180572332128	1.63103082862497	0.896778626261591	0.678594919216769	1.86051368167706	1.24114573184564	1.35793880249318	1.47379002067306	2.06577536244001	1.78992881146171	1.1264443886834	0.76085410208385	1.8401026687242	1.71962525324428	1.80728743542984	3.00018683854153	2.0129472227022	1.67439620775755	2.48670761312578	3.11333936125728	1.31079479627688	1.64461028187274	1.07414286951026	2.01534386567734	2.49628959452263	1.17251035836811	-0.0449452549002745	1.83290012282612	1.11820528090544	0.466128618496161	1.29070048777543	0.903654391408553	0.991115435166721	1.83221542252011	0.918878109931727	1.01855103572644	0.971791792755023	2.24094002588647	1.817457213434	0.448126281881104	0.909823185920339	-0.00346889994067369	1.6744374365606	1.8467093900766	0.319176537277574	1.64295602343705	1.04232421950692	1.14952849164353	1.1740975648384
