D01_V1_SAT.bam	D02_V1_SAT.bam	D03_V1_SAT.bam	D06_V1_SAT.bam	D07_V1_SAT.bam	D08_V1_SAT.bam	D09_V1_SAT.bam	D10_V1_SAT.bam	D101_V1_SAT.bam	D102_V1_SAT.bam	D119_V1_SAT.bam	D12_V1_SAT.bam	D128_V1_SAT.bam	D130_V1_SAT.bam	D133_V1_SAT.bam	D135_V1_SAT.bam	D139_V1_SAT.bam	D14_V1_SAT.bam	D141_V1_SAT.bam	D15_V1_SAT.bam	D162_V1_SAT.bam	D164_V1_SAT.bam	D17_V1_SAT.bam	D171_V1_SAT.bam	D177_V1_SAT.bam	D181_V1_SAT.bam	D185_V1_SAT.bam	D19_V1_SAT.bam	D191_V1_SAT.bam	D198_V1_SAT.bam	D199_V1_SAT.bam	D20_V1_SAT.bam	D201_V1_SAT.bam	D207_V1_SAT.bam	D21_V1_SAT.bam	D22_V1_SAT.bam	D25_V1_SAT.bam	D26_V1_SAT.bam	D31_V1_SAT.bam	D32_V1_SAT.bam	D33_V1_SAT.bam	D34_V1_SAT.bam	D40_V1_SAT.bam	D41_V1_SAT.bam	D42_V1_SAT.bam	D43_V1_SAT.bam	D46_V1_SAT.bam	D47_V1_SAT.bam	D48_V1_SAT.bam	D49_V1_SAT.bam	D52_V1_SAT.bam	D55_V1_SAT.bam	D57_V1_SAT.bam	D59_V1_SAT.bam	D61_V1_SAT.bam	D64_V1_SAT.bam	D68_V1_SAT.bam	D70_V1_SAT.bam	D72_V1_SAT.bam	D74_V1_SAT.bam	D75_V1_SAT.bam	D78_V1_SAT.bam	D81_V1_SAT.bam	D82_V1_SAT.bam	D87_V1_SAT.bam	D93_V1_SAT.bam	D98_V1_SAT.bam
GLYAT	5.70684420553943	5.47905594673382	6.08143008267367	5.28642346221327	4.99102225378402	4.70657984442117	6.32358753537343	5.37047725389227	5.92247874199493	5.70861055427719	5.87751636087274	5.40913339621085	5.23217475321049	6.71403762086443	5.590673321059	6.22087241070134	6.52102448053962	5.62297259961468	6.07455079286563	6.12762023955572	6.38556211567964	6.51422435875351	5.87641663314477	5.67423240128206	6.32620853328027	6.42483660579191	5.60231518526235	5.78948204347836	5.88942530693722	5.86901482690245	5.55078162912245	6.26698800631396	5.7462206656289	5.64374970044375	6.15385542561742	5.67713949160605	4.86506027360915	4.96665431821669	6.34017182856294	6.83420658387647	5.48148367165654	5.81149687858482	5.40278019536412	5.88451996273812	6.03024603273971	5.9622273827405	6.24186285885714	5.94697655227032	5.24063447198553	5.9739259076297	4.99493473670056	6.18239102565801	6.22804952780024	5.92400924659862	6.2306154934582	5.95267751151631	6.14503877563057	5.46382988460138	5.67953177194182	6.38103522447963	5.6994288509497	5.37608652238847	5.71564640326527	5.57615661469765	5.78167010699496	5.71882673734926	6.20236816495034
GMIP	4.66766657272812	5.99704806762821	5.31953708586095	5.45016043944866	5.60834088334865	5.76746056223847	4.40387011578362	5.44518453844888	5.264579851747	4.56858095496008	4.84602752037137	5.13473642629315	4.36510741703814	3.59204568043987	4.96829078203659	5.47060222936986	5.11833741027469	4.8621080103432	4.5510225707339	6.50668221190584	3.78742283980465	3.71573473260932	5.17199500171221	4.77102373183421	3.9795219074531	3.94470524885339	4.37393311752282	4.60987199523323	4.29434827628053	4.56401279242707	4.23173136844653	4.6176862382956	4.6720058548471	5.45834136316048	4.90556198808739	5.24846676482206	4.60149981488441	6.02660926898896	5.02144955580952	4.57292957368325	4.98131181986617	5.43369859753185	5.19111800246949	4.80448373988319	4.67523332482764	4.29732423517131	3.67008455261467	4.14091764523555	4.63961110354725	4.19054682854506	3.4042172314884	3.70797331634692	3.77384304935547	3.84791161834391	4.03954793055536	4.21554946286821	3.69266323484872	4.28947191408455	4.20134645213778	4.00179659155146	4.58737513671029	4.00527824748744	4.63719172390793	4.49235139181183	4.42370652217265	4.13000898893238	4.33905295076153
GNAI1	6.8367304789697	6.22556804446988	7.5326905407363	7.12255900695709	7.20062113995078	6.55063619115397	7.39059585658718	6.15195250517757	7.09383147045415	7.03806395354571	7.32453602102613	6.74472197599051	6.44021809069278	8.02926799366392	6.89209512166197	6.70035514364306	6.73423103575283	6.61477196019484	7.16048400570249	6.38296211675026	7.61471061301527	7.58969895831858	6.95943516166098	7.31055179053758	7.16763377705777	7.16198441206447	7.36009975754943	7.80840870706957	7.22305563144137	7.09827755940654	6.96951613674331	7.34712690787634	7.43748583821062	6.75441449014836	6.68721937962847	7.0244860447872	7.03827181355333	6.46442741705063	6.94940585421695	7.16089411969095	7.38829831237067	6.68930525318459	7.04593548116582	6.97342177099115	7.07699556637558	7.68850502156553	7.66744588385874	7.39068806313427	7.28557088105488	7.23651451285678	7.08438231311091	7.43960772862734	6.94536873885974	7.14337296994704	7.52205821769958	7.10776214035708	7.84218259569266	7.10297893997104	7.09972537258377	8.00983618909827	6.97747697592835	6.55217013420176	7.21832325917475	7.04795750272197	6.66145308998907	7.00928867181546	7.47857925991628
GPBAR1	5.59765749462446	6.03956023539478	5.00516369990129	5.30442607157989	5.46812169139559	5.09725559235367	5.27716945766549	5.85302241673864	4.97578443406716	5.25946100415731	4.85912392378328	5.83382379318972	5.23780636860651	4.63570896725132	5.11209599275936	6.58785022581763	5.6165126573861	5.16149141316197	5.58765452981872	5.86886968247627	4.76181136535056	4.47109757539253	5.11465061452602	5.44788921334763	5.53128188421348	4.48606771904907	5.20114937298328	4.15138953703122	5.00521484288774	5.06649107391138	4.21245953630399	5.25557397189444	5.25369732955704	5.28521831213158	5.74476740036505	5.74251076924179	5.45834470028603	4.30706820878231	5.22545878301556	5.48935579500508	4.12938949770069	6.97097382189557	5.1045823015903	4.53246700518167	5.77104664252088	4.60419763719411	5.41399151438172	4.40021427548084	4.52557767105758	4.41907797560773	3.87669936886947	5.21370994133549	4.82750952405379	4.53189409487248	4.80158993286236	4.92776923497154	5.41115845835235	4.95067119670501	5.0338368199231	4.75062219946123	4.79771872020301	4.59325275835899	4.90309164727847	4.40895308281365	5.71292037741003	4.8434200589798	5.15560281408989
GPC1	8.29467522613146	8.57592368394945	8.17813392880993	8.15464377278807	7.23534611162919	8.44657704134247	7.48815458271254	8.69584326269766	7.6847737197281	7.87820998773554	7.1988249493205	8.02359742740225	7.69001353265065	6.9630917801781	8.07697456531537	9.97093024629245	8.71847020846234	7.2687058930244	7.87819839331966	9.64830493639544	7.65511255497645	7.20506027991315	7.49529691798061	7.3938621548129	8.08729121762484	6.61079518263793	7.34757489061703	7.61131400628709	7.1559461391693	7.18346016902567	8.35904773341592	8.13292777312567	8.11962590459255	8.42166684582105	8.31338187338385	8.28096015114478	7.42776801038536	6.71333765736814	8.17700291352138	7.97585894286079	6.80729669324595	10.067448860768	7.82809246927191	7.57659493627901	7.89972918928069	6.97851302630013	7.51238095578373	7.16789456849654	7.0139558728036	7.0443737607792	6.15172173429947	7.08404846498939	7.26643415465182	7.12502575715701	7.5051178356248	7.8059766670862	7.22998190191051	6.85162405174014	7.78793687507632	6.77414866394867	8.00643283431785	7.38699355085066	7.60965220392391	8.04976884041287	8.65333796684784	7.22844001447584	8.27093815866279
GPD1L	5.3798165463942	5.28375512775196	5.64141576070324	5.41981009087668	6.10933393668205	5.48466447052978	5.80570010959037	4.9520684929541	5.69984363256078	5.44545469112518	5.44121368716699	5.63958749147636	5.43453596568686	6.87899390382473	5.5834678079359	5.19615366316578	5.83986054117893	5.81892958951367	5.83856862421068	5.23440631709654	5.64986892820033	5.93811108670124	5.33922532740659	5.47547210948541	5.26849967134054	6.52238288649917	5.68081894461951	5.75855335578412	5.82728810609816	6.14865631294318	5.3030543408368	5.8843290416249	5.51796913987151	5.70938723922889	5.30131119972837	5.47167342527449	6.04759506664194	5.09151910865255	5.81024056847438	6.03159812897821	6.16449439996934	6.1651120077563	5.50927344685938	5.53952400335444	5.45157496117952	5.92749993949131	6.29316276774339	6.23810038196826	5.79413898273079	6.03697075569831	6.85585385136038	5.77643146958359	5.98744257725776	5.88899906464273	5.75950237410597	5.9191418843915	6.25531858238625	5.96674699958186	5.88853110302649	6.2809207991003	4.98126067007531	5.42748916242206	5.62039438799188	5.51098963829237	5.12663323202199	5.40074743555952	5.54762474936496
GRM7	-0.259618707657309	-0.984547494394217	0.588899722807986	1.22863302304959	1.13662346170963	1.07892972868912	0.249893860123687	0.411845310018834	0.0734792832479622	0.794864037083983	-0.0588726289295624	0.485267726424047	0.174750348347376	-0.983722270830899	0.760217382673758	0.45779505546799	-0.568956652522715	0.410988811273509	-0.53473436282195	0.329085458300868	-0.019929950966578	-0.623721678670576	1.46823268575914	0.244004942551328	0.452273286186507	-0.369230985130817	0.0532833247675289	0.730463548520144	-0.375629801618254	0.300406873930037	0.939850227445211	0.621370604978984	0.876973848455337	0.170227221382413	0.740750010633921	0.655095760885953	0.109022314050265	1.11679360212354	-0.304405993215553	-0.0310860711414209	-0.32822769917002	0.335160380090256	0.670044862253327	0.61706055094688	-0.807769990191059	0.530268527711872	-0.541908731344653	-1.07323922208808	1.04795041204039	0.852403682812083	-1.98796667323211	-0.474744584605195	-1.60238126604952	-0.652057387714831	1.32059840549224	0.674713058420935	1.15528363718486	0.660677305232026	-0.319071352362773	-1.15842720981333	-0.632895168987401	-0.221086381147248	0.154863365969294	0.137893238209803	-0.239744874892977	-2.52947427424122	-1.16061375723614
GRTP1	2.59679211506943	1.83918227890607	2.11511856630376	2.26114769461005	2.13090429800722	2.06106385887599	2.15789505892853	2.33152668802441	2.72673637763781	2.44466177897789	2.91011527242945	2.10138798560267	2.12531939890517	2.54231224038317	2.86705632013363	2.99544063178501	3.41848018019456	1.52178286128205	2.21865603125751	1.29132848566247	1.77632174610932	3.12721591730931	2.9719593766697	2.18729963133342	2.79593873370876	3.19976670529806	2.63787801402798	2.68480054896019	2.65806186616146	2.24399709912895	2.14122613733314	1.91878935809275	2.23300480102563	2.44950301571601	3.0655583342879	1.87852858930605	2.04749261343097	2.05800031257476	2.5996770379148	2.32368440809712	2.01354795008696	2.17838486209648	2.4701578945726	2.46867472050953	2.97009955599497	2.86187542500751	2.81188176173392	2.80101442320179	2.41986173337502	2.18516203598341	2.89361063907646	2.60270381279127	2.75075875989902	2.09611605267969	2.26968908925287	2.02252649505731	2.53478189532587	2.64080779084027	3.19378981089524	2.63663092282133	2.6126732407483	2.59973939882048	2.63617083717132	2.21416086079594	3.26377174232345	2.9758309263849	2.2892657616645
GZMB	0.733738059556667	2.38928699648229	0.740246628364353	1.31235400846965	1.03058612029292	1.97472413974634	0.105999655247477	2.73409947599913	0.225839919251197	1.506463111659	1.54944471854759	1.29352034486322	1.79947473056352	1.05998747790166	2.33769636688745	0.578663471872621	1.24924632290191	1.31382154083542	1.85616037902821	3.08956887956964	0.796443984570355	1.05406558611848	1.98388654244363	1.825153901713	0.708185804342036	0.982715541016886	0.555653860194383	0.796914227298815	1.75631209016814	0.300406873930037	0.587674698187184	0.872525183809721	1.3122961064178	0.815513918849315	0.597771137274863	-0.0265426292061363	1.63942277799422	-1.55856460940171	1.67668589477529	2.27115514286029	1.82337834839519	0.900055335210155	0.922169363655594	1.97625702433762	0.820037114557515	0.632374623971088	0.571325271740288	1.06086259416231	1.49842747901412	0.744094085851902	-0.629155699329137	0.942351172970992	2.13380777924155	1.23677988970346	1.60127758972052	1.29285578516313	0.196842081738107	0.0557942864380414	-0.49042260665938	0.12326631406733	1.10718863543194	-0.221086381147248	1.21538951328859	0.958368449172876	-0.239744874892977	-0.0704662554743112	-0.00641547441432015
GZMH	1.2172611879974	2.21960673526898	1.93853786170645	2.45780606150777	3.32032235501113	1.37700432666189	1.40955740063153	1.81927460569292	0.427893391259534	0.200720076870764	0.570031027583747	2.34476519359636	1.05958809187352	0.505860700861996	2.50974079902425	1.96123202383806	2.16380844184814	2.30829324891152	1.37086751106263	2.73796614754104	1.74973697280877	2.33630562705492	-0.486932833793513	1.75486003531968	1.06933629058559	0.45962921819829	1.06162335677405	2.16178929416271	2.01086061403519	0.375884406391482	2.3902222245442	1.48849471916	2.34219829798915	1.25979325992615	2.46829694719324	0.498768387486232	2.16135711829573	0.588321947100944	1.44333976936892	1.873270463063	2.1208151048941	1.67640344581354	1.81370664043238	1.97625702433762	2.64239046870799	-0.128761571515243	1.15564621291874	1.78467096976678	2.75283756047471	0.284368267464668	0.35353996702871	1.53861947341305	2.8161844698183	2.09611605267969	2.26968908925287	-0.256175535705663	1.22366381422074	1.22575329053475	-0.684903512546966	1.90519192421906	0.974957086504404	1.39954537037251	0.990068670046518	1.24154623156104	0.604629632709407	1.48684825332289	1.2087300911827
HADH	7.40379181851186	6.81421595240743	7.39545155647875	6.88943282124935	7.96086241680955	6.47402464398875	7.64852048882063	7.12768881114523	7.59579369867386	7.08029915932257	7.41155995014813	6.61145279834697	6.1667304499703	8.16997749901985	7.45743031771289	7.31365298979051	8.03697593364918	6.53185889791024	7.6094463586345	6.4034104176712	7.53180884724036	7.75928182119088	7.66083692113589	7.35132020881293	7.47110978787507	7.49402234904037	7.1844571087762	7.27200169596273	7.69376612114312	7.80736466500868	7.0531425784993	7.17868898380937	6.79400784690657	7.21821984578389	7.46565581855773	6.81322209156551	7.26535328146856	6.39485852258321	7.24107651434574	8.2902861816205	7.38507414579457	7.8182397961816	7.25456525049427	7.39575363543159	7.79631237454636	7.52390678155199	8.00916181980417	7.7176761180019	6.97971889041042	7.74677385972185	7.84490746700817	7.35161038846712	7.5608576089594	7.3138517257839	7.23066933912683	7.42216342619924	7.46175342216953	7.24052382660324	7.70719479059887	7.74371105517077	7.13197959987485	7.51780028715413	7.18008785658697	7.03596231030726	7.53898666433177	6.81333330914491	7.32179642756073
HBD	0.222015733067353	-1.24352796091639	1.87452453014127	-0.592359070957219	3.40763738196312	-2.52947427424122	-0.233650195531916	0.280561953843912	0.0734792832479622	-0.279432319060068	-0.270767204371691	1.18651309522583	-1.09781838415053	-2.52947427424122	1.71998003402568	1.66621126418634	1.79873785788192	3.24814843528585	0.923579009636909	3.16118201034643	-0.215593939822474	-1.77521888349603	-2.52947427424122	1.825153901713	-0.0441462841912077	-2.52947427424122	-1.25092240637781	-1.60112555431508	-2.13589625272158	-0.652439530071799	-1.24295733682512	0.425799568213869	-1.91262785734148	0.815513918849315	-0.0565812642331801	-0.726333000115499	3.05673259545315	-0.57333274078786	-2.52947427424121	-0.0310860711414209	1.79774285554701	1.78163221348662	-1.41210937233834	0.61706055094688	-0.807769990191059	0.0293222421259359	-1.5377519929919	0.0412530098091268	3.25078763611183	0.0313955954470435	-2.52947427424121	-1.35196262273653	-0.827436512241433	-0.810447510320245	-0.170668282439283	-2.52947427424122	-0.723468712830815	-1.00567278747657	-1.92702484709488	-0.890036956668978	0.276074982124721	0.343407350601212	0.466674396535437	0.827451906592133	1.13374869361934	-0.0704662554743112	-1.16061375723614
HBM	0.413473642911149	-1.24352796091639	0.588899722807986	0.290803149207397	4.16469764119055	-0.359892593549108	-0.233650195531916	0.280561953843912	0.905117876727914	0.200720076870764	0.12584862893255	0.87808393837354	-1.09781838415053	-1.96398381524872	1.17245311031541	1.55274703631257	1.95601167739498	1.92469767826231	-0.213157623344366	3.91827257345623	-1.04119620431723	-1.77521888349603	-0.723866099611759	1.13445066850553	1.15784874962294	-2.52947427424122	-1.25092240637781	-1.29396485791784	-1.16869610601692	-0.150759570323816	0.00606786827374977	0.31708082025621	-2.52947427424122	0.299850964074392	-0.463870458491318	-0.861097107053131	3.27482859228395	-0.57333274078786	-1.27957459366579	-0.493724193943958	0.892310014152692	2.57955501690763	-2.52947427424122	-0.162475792464068	-1.08390988357107	-1.84105222233407	-1.5377519929919	-1.23477335175885	2.97765521899478	0.0313955954470435	-2.52947427424121	-0.712372395459828	-0.257115594402863	-1.42777631498196	0.510813080273629	0.283082488486352	1.41127373949249	0.328823333478136	-0.684903512546966	-2.52947427424122	-0.861067227645072	-0.471977486834498	-0.0305984293313433	2.13332407519671	1.21972319573067	-0.226106400352487	-1.16061375723614
HCN2	-0.123320771320871	1.16950299956402	0.00721369212631426	-0.0842278042157044	0.50552168946839	0.192617214450728	0.105999655247477	1.6164345268286	-1.29472099011527	-0.527465481022423	-0.0588726289295624	0.485267726424047	-0.138833018556205	-0.764171804096262	-0.614019962679033	1.06597529194157	-0.568956652522715	0.410988811273509	-0.949186459838631	1.08585209431036	-0.866518204151333	-0.380929294171076	0.0534501487564264	0.756863269031943	-1.42520197271247	0.232485472100933	-0.129521096115684	-0.82560225074592	-0.0173207076600383	0.816097177916483	0.120771392602864	-0.22470689388654	-0.65463915342228	0.0277968885859326	0.597771137274863	-0.108012097978316	0.503840093404513	0.876621650310819	-0.620086055264898	-0.169443966075869	-0.86988797263297	0.900055335210155	0.922169363655594	-0.0387137440352638	0.899150111273968	-0.306323692486971	-0.804110830833726	-0.272922658293466	-0.559851289560605	-1.00097343385578	-0.17913706885307	-0.712372395459828	0.468028795752729	-0.260370065236725	0.093882432713685	-0.855459904001867	-0.486511335539531	-0.102910576517081	-2.52947427424122	-0.890036956668978	-0.107976641143137	0.178626831494369	-0.493276188187986	-1.23091893534382	0.47077078423536	0.315570072555715	-0.708881106861508
HES2	0.582474615526773	-0.406366976790953	0.00721369212631426	0.205784298302333	-0.642470858370876	0.903084584215692	-2.52947427424122	-0.205043472108284	-0.190270473640954	1.4730362805516	-1.1993463804745	0.292323292182927	0.716600520129106	-1.96398381524872	-1.27478171286212	1.06597529194157	-0.193527365782504	0.32481497578746	0.464387088158763	-1.8287763214928	-1.74520844625841	-1.77521888349603	-0.486932833793513	0.244004942551328	1.15784874962294	-2.52947427424122	-0.0352254186175454	-0.63833140054811	-1.8269987514169	-1.4280566954406	-1.55892288324416	0.199496614531423	0.133914522829054	1.19461200697416	0.260677793951799	0.384268294590957	-1.80407945287477	-0.57333274078786	-1.98408281849737	-1.92851338220582	-1.47314768369849	-1.26864380219761	0.246106755191378	1.75466721793832	-1.8745214023547	-2.52947427424121	-0.22081342324571	-0.107299416611575	-0.857052034523669	-1.00097343385578	-1.28673270807696	-0.474744584605195	-1.99270479060708	-1.42777631498196	-0.913715101108364	-0.855459904001867	-1.00714429300919	-0.721857011101627	-1.92702484709488	-1.15842720981333	1.22831144076983	-0.471977486834498	-2.05677439301668	-0.238794764035868	-0.48973396515596	-0.226106400352487	-0.266922056290709
HIBADH	6.23183182391157	6.05225394195621	6.33733391515585	6.03937214524088	5.99062757685164	5.80547601990823	6.36171199955988	6.29488902960145	6.30046844568576	6.49972180816438	6.34134047575445	5.72092555110601	5.97099408754135	7.16124260837689	6.45359161726763	6.15435981301046	6.37542955851307	6.07298910145468	6.36740453593771	5.68369116216399	6.349500217706	7.02572127277811	6.30097506958781	6.44223098137666	6.80012719302096	6.44155924910326	6.19288670188118	6.31813473006831	6.55528788319474	6.40773573874131	6.16771163880637	5.99654601724347	6.29863519446885	6.35839833051194	6.50888170988009	6.24004118415637	6.3927670142936	6.0339504675401	5.946780973598	7.03560398484676	6.26730438635456	6.34327048980825	6.2695201505121	6.54180087765542	6.74486059096085	6.50857807075127	6.74780390787545	6.64095366434349	5.97011799930868	6.36415341961917	6.59717484919622	6.28299941561605	6.81490455857322	6.66310039823042	6.36812880747919	6.42042718203848	6.76727467630398	6.27179206648044	6.66438012717089	6.58750917562051	6.29236971895433	6.17949823998782	5.89403095617291	6.10388073409949	6.49471358233899	6.48820915323661	6.25613316425534
HK3	3.52503925903544	5.12801746206301	4.70739786359619	5.08691298581328	4.24986462862613	5.22430577639602	2.9725135404909	4.61318262597772	4.88999240501177	3.24464398881301	4.32953827110209	3.84470935246368	3.18067746331086	2.24631265595587	4.28244739345532	4.66551941178387	5.17143938757673	4.94026214480451	3.21852577449574	6.55733202976493	3.3653306387118	1.94882354390011	4.77643416233193	3.89081369835923	2.95261101963757	2.88462157924871	3.78209132120254	3.76819953569655	3.217181193454	4.06825155822658	3.37777089103824	4.20984349958415	3.98934877467042	5.12389578112337	4.11760978938989	4.57514927753725	3.35679347933789	6.16007875103092	4.360614479352	3.82118779639949	3.78255703678755	4.26897262370691	4.54635940823614	3.96526638198329	2.77415389088093	2.63469401929919	1.8920983539567	3.34924618545502	3.9141555336095	3.33594266607992	2.06925582075131	2.79669480319924	2.17179651204299	2.16158765759772	2.90771783272178	4.25908925607432	2.16914870267348	2.30377011920339	3.04481782648835	2.79733971264177	3.44988981440016	2.69434571139197	3.78006956259044	3.84121604967509	2.9483329290874	2.9025618666049	2.93154631066853
HLA-DPB1	7.58634587347548	8.65205630560628	7.09722006121626	8.41528533200928	7.34448533702111	7.83695321886383	6.9263769321618	8.45069324494748	7.21884878272669	6.97603161219214	7.44777130023557	7.47247534149403	6.10490345679536	5.95835906321036	7.69827021192431	7.88203286382941	7.64626185138037	7.54368206396493	7.74312424439807	7.05357339978868	6.62195210931953	6.92622850499627	7.99860960544733	7.56410388417288	6.33927964562835	6.64006781860487	6.85343769614962	7.1878300224303	6.77157339189099	6.92457120315422	6.86642861212744	7.48071540319464	7.98245184484983	7.48251137302809	7.9386761552697	7.59600313584376	7.51692930510859	7.30511100295544	7.13481357405123	6.8699702715567	7.46664604105421	7.8802704206482	7.55728393431289	7.5078427709254	6.72056177766879	7.5155801644561	6.1486109025013	6.97470395339094	7.06519571486578	7.51820306810751	5.78557748960006	7.08404846498939	6.88184965821716	6.35560988166148	6.54981435142327	6.70911260033826	7.04039139526687	6.72296643047127	6.8134526161937	6.828646045798	6.93584216653898	7.02989822777573	7.76202332790879	6.95006536567468	5.92932553182592	7.03630058875612	7.28676762544242
HLF	4.86903932774612	4.48196915345729	4.51086433415315	5.22833547104516	5.17025370075797	4.92951842548665	5.35483278355546	4.76211505871228	4.95412825987593	4.75743208234094	4.34823588495104	4.54793203175138	4.83150710161378	6.15459544034955	4.28244739345532	4.40445288946151	4.0792364103819	4.63028133753796	4.63348185732594	3.9285702810303	5.33590232016874	5.19732672228532	4.84313386570732	4.5397412783673	5.35528869574142	5.85470774787525	5.02083704851872	4.89414792136607	4.65319593284052	4.80835695960843	3.90354284608305	4.44113947721925	4.54069873814086	5.02424673432516	4.41282657255344	4.75006329951466	4.79621923562763	4.30706820878231	4.65298675418187	5.47781267850413	5.56363508254085	4.82519998448591	3.96984571288444	4.22809852920934	5.64760329828742	5.64862991140676	5.90105359303919	4.92256682630801	5.23096397217354	5.34069671969546	6.3902166413243	4.88067738634683	5.48503000799037	5.12834068774299	5.86506707700609	5.85437660006145	5.32817919441657	5.3343033719722	4.96915459907032	5.74843395547514	4.84109884520943	5.28781019692678	5.16581341688467	5.08260729210615	4.21974142137847	4.80372561196638	4.69713549040798
HMGB3	2.53632901646304	2.75142187958662	3.52178318543487	3.08816677689377	3.1535209151344	3.17330423971499	2.51205239388208	3.0685353788115	2.88389598434069	2.75390544647164	2.03817730182205	2.48683832871446	2.66621950682428	3.01246176886676	2.95901373432459	2.62629857851531	3.26155573229427	3.07418905875474	2.16421826649893	3.07109604343665	2.4566711429626	2.86988987514109	2.8475168661787	2.60196572215204	2.94018558287558	2.67433988956703	2.76125439905589	2.75333813346552	2.29260923880777	2.56746100675518	2.96689578797155	2.33590651055008	2.84721459899913	3.21263387121535	2.96718376528394	3.16344170915062	3.0954491033196	3.1941964756449	2.05373273152316	3.24503736174409	2.92421802522621	2.82086697225636	3.11781566035181	3.36978403347798	2.83578139076428	2.63469401929919	2.27894021467667	2.50091023046635	2.35010460850263	2.64278834744486	2.22343932652993	2.43791182217807	2.73392798783591	2.8320306762539	2.21517680178795	3.3942714820053	2.68785554379344	2.06333480565828	2.40327919978788	1.83284465093195	3.19142154764354	2.38959719370155	2.48862683714229	2.85854589338189	2.73132603410259	3.06247574541611	2.95213317518301
HMOX1	6.71471777825702	7.31700258631959	6.45143112071425	6.56398074771881	6.20993025918859	6.86604744278601	5.27296376839144	7.28046804906292	6.81247925507862	6.47249365492984	5.76721104835193	6.37606941950551	5.81020245776195	5.23811775248602	6.4094512368923	7.14160979098783	7.02688644306346	6.79384184077014	6.12173689937114	6.77981942634999	5.24126836256819	5.80632163329348	6.60475479840053	5.99327455400599	5.94289351163984	4.90797387005336	5.75031451231074	6.0820584730375	6.15440011374946	5.93600889530662	6.69766989305052	6.53161191752625	6.46481553200902	6.86851696061118	6.71563277710157	6.6792558082228	5.73460504370653	7.21916826634088	6.27939809275284	5.93360332103148	5.93682247854538	7.29027613623582	6.81757994991728	6.08662175365379	5.46463878545376	5.6425250043614	5.2763015618574	5.79699181761696	5.55930946065028	5.78868079837934	5.08487392667878	5.71472887942307	5.39421860553214	5.84151172386188	5.10120458499523	5.81601917745401	5.43659052452722	5.37627846326706	6.4966765508299	5.72113714009896	5.79321971329524	6.3730749950353	6.16503152978446	5.52426065137627	7.01555524012004	6.33128989277032	6.12174718789296
HRSP12	3.70060865340904	3.82016503883458	4.14087927763717	3.60223856403838	3.02134181381051	3.13400684843424	4.63771857908444	3.72785378889571	3.62792058663474	4.37404791611088	4.48968517292966	3.67695673736847	3.57700937345623	4.84210594121713	4.51230938375466	3.90073598059155	4.49912045271448	4.68319029861303	4.01817169203343	4.88904562960066	4.58512270261684	5.18322659715975	4.229653482291	4.83204290185417	4.6169324998446	4.48606771904907	4.18607048326114	3.93976639360653	4.95050313117309	4.53137295699457	3.99661007838568	5.2481902162271	4.24975861757318	3.94539647747625	4.00169410522869	3.70668445997167	3.38831852082422	3.41268347820953	4.79621300323137	4.59446793838638	4.2238538713444	3.61654592076103	3.82271467710117	3.90488244019626	4.40401707994674	4.07056695828338	5.19546753669063	4.43420635811949	3.37891390136534	4.15925666223296	4.57058160069192	4.66769518159695	4.39614193091134	4.33784393282164	4.15988150569013	4.10057904714378	4.79395351153868	4.20729147722339	4.09925875641478	4.65420064518758	3.72154191998318	3.67491271771207	3.92104408181177	3.60183442413911	3.78469304500027	3.72504332576188	4.45538390750541
IFITM10	4.64398367960531	5.30512490594911	3.82248794285152	4.56656400871303	3.12803619161197	4.94094898646663	3.71747070946905	4.6798326618019	4.95685312623801	4.09522815457055	3.26527913062913	4.07964506012682	4.16091606746535	2.71661341378994	3.19162718708867	5.17713571719104	4.42031131334092	3.67992524056516	4.42934856591624	5.49217439466057	3.05380467608413	2.72167984791467	3.41356324857738	3.49761421552775	3.47603182343527	3.50991659260471	3.65349924328031	2.71947630168399	3.11233139159372	3.30688050568694	3.38925882008706	3.80936943583042	4.18526968164182	5.13262255941628	4.18168399376227	4.98674641288221	3.89571470183275	5.26375511794445	3.67191989085419	2.89191199935452	3.50213924858837	4.6205774069094	4.35969624105796	3.49795207768011	4.20042249566857	3.55066477327643	3.52741948650515	2.15452767317327	3.60537537195512	3.00148968237715	2.84691509861183	3.04610844472662	3.42116333256901	3.21789369364955	3.29701482002193	4.23020921406881	3.66833433564257	2.93440904095725	4.32280636250181	2.94192721075861	4.22211103519797	3.7648622839229	3.18654626810411	3.48723744843239	3.5392813543425	3.62609831356316	3.40460033186707
