Symbol	log2FC_SAF1_SAF2.arc	pvalue_SAF1_SAF2.arc	padj_SAF1_SAF2.arc	log2FC_SAF1_SAF3.arc	pvalue_SAF1_SAF3.arc	padj_SAF1_SAF3.arc	log2FC_SAF2_SAF3.arc	pvalue_SAF2_SAF3.arc	padj_SAF2_SAF3.arc	Row.names	log2FC_SAF1_SAF2.all	pvalue_SAF1_SAF2.all	padj_SAF1_SAF2.all	log2FC_SAF1_SAF3.all	pvalue_SAF1_SAF3.all	padj_SAF1_SAF3.all	log2FC_SAF2_SAF3.all	pvalue_SAF2_SAF3.all	padj_SAF2_SAF3.all
ATP6AP1L	-0.443383717941928	0.0754184766987123	0.469672547011479	-0.849531225026237	0.000956209873560472	0.0311021000023152	-0.40614750708431	0.0878605477226305	0.917330765779016	ATP6AP1L	-0.0584803657232708	0.652844052026407	0.992329621541324	-0.672415985828742	7.6198503266041e-06	0.00319070026764302	-0.613935620105472	2.49369421533814e-05	0.118342415145897
AXIN2	-0.429027360336804	0.110456112500076	0.5316470439311	-0.90817874873819	0.00103032426725239	0.0328334640931398	-0.479151388401386	0.0585073388240605	0.900510176017247	AXIN2	-0.169264576752736	0.248911966111154	0.954951898041974	-0.53864541622504	0.000888280403523793	0.0455729984364217	-0.369380839472304	0.0168831676494586	0.940592430058201
AZGP1	-1.83156153757315	8.87445472961801e-06	0.00784779124808532	-2.66091356250666	1.05942437261921e-08	0.000149897954481893	-0.829352024933503	0.00992472447093544	0.767349325351178	AZGP1	-0.830867093776972	0.0012413462413319	0.234344716868642	-1.02905840078232	0.000228899116814359	0.0227890680145876	-0.198191307005353	0.439542226569545	0.999858517549214
BNIP3	-0.258832346754853	0.153547772129027	0.594155886397968	-0.544158031402987	0.00278844340989677	0.0547489506816305	-0.285325684648134	0.0875985109901764	0.917330765779016	BNIP3	-0.152194989075368	0.127398701714223	0.872351995516698	-0.323076958058362	0.00289955670914171	0.0819067239445446	-0.170881968982994	0.0973239211034767	0.999858517549214
C10orf90	0.7952842812403	0.0171155635522775	0.273636281018276	0.93076696372539	0.0038772447697704	0.0648444862673787	0.135482682485091	0.62625411877858	0.976169718570582	C10orf90	0.634445196278037	0.000370233995831823	0.150600611390219	0.724350097214151	0.000116589366820476	0.0155039719588174	0.0899049009361133	0.599988834761934	0.999858517549214
C16orf54	0.76114094256979	0.0153001054636274	0.261830527655567	1.26884790491357	6.85938977570826e-05	0.00843943529882576	0.507706962343778	0.0662297621001397	0.910844478379666	C16orf54	0.316385053024638	0.129057553240549	0.874118927895356	0.79245905850151	0.000468835247069496	0.0335417457916001	0.476074005476872	0.0253445121532318	0.997759514906541
C1orf233	1.02376543567081	0.00308679700357864	0.129599675975175	1.45765314074064	4.1419270830782e-05	0.00707674370472585	0.433887705069827	0.139470960696651	0.926648016076893	C1orf233	0.562998586913418	0.00892786740759188	0.419531109477051	0.874293287597397	0.000160208590598918	0.018394271809329	0.311294700683979	0.144178634259142	0.999858517549214
C1orf74	0.175548782052746	0.366838967043221	0.759003819486929	0.525339901412127	0.00608452675862393	0.0830984257797008	0.349791119359381	0.0584537671905963	0.900510176017247	C1orf74	0.287809156342778	0.00284558310259043	0.299476488749707	0.32672794980127	0.00133605571630166	0.0545026510973833	0.0389187934584913	0.683112601170096	0.999858517549214
C1QTNF7	-0.188000924320541	0.542004288050123	0.84562548614757	-0.778037454978285	0.013856498036074	0.131163991542993	-0.590036530657744	0.051122148194405	0.888192877389982	C1QTNF7	-0.281382293473508	0.0822116974602339	0.782908318890535	-0.514038076963035	0.00345351523790634	0.0890267507273785	-0.232655783489527	0.163955392724258	0.999858517549214
C1QTNF9	-0.542020596755723	0.0966896929362196	0.511068822841448	-0.631003781475407	0.037813010471761	0.228548514190892	-0.0889831847196836	0.770084718849496	0.984766599230924	C1QTNF9	-0.404842143562356	0.0289452333195146	0.583518351199468	-0.716181342898879	0.000450705803824878	0.0327382578012999	-0.311339199336524	0.105750987662055	0.999858517549214
C3orf14	1.00975869167556	0.00420047161966844	0.149554800442297	1.50412866105556	3.08472067894953e-05	0.00575156069727249	0.494369969379998	0.0898756123610747	0.917330765779016	C3orf14	0.314188836983942	0.129585057750286	0.874118927895356	0.682652702302058	0.00208366375304428	0.0698545249482911	0.368463865318116	0.0782135780211334	0.999858517549214
C8orf34	-0.287503550789839	0.47399180256299	0.815414216403768	-0.777607332135419	0.0474851191016977	0.261892328393918	-0.49010378134558	0.196961220660721	0.939100828539374	C8orf34	-0.415696979734626	0.0476883489577752	0.676013636863976	-0.758890067257526	0.00101174087143493	0.0491609378382905	-0.343193087522899	0.116577258252726	0.999858517549214
CA3	-2.91818540079536	0.000147216265683599	0.034305831478032	-3.91117312684826	4.52798472071307e-06	0.00244221759484561	-0.992987726052907	0.132882696934583	0.923598043043093	CA3	-1.82983160839403	1.1347219159086e-05	0.026925059861318	-2.36263006581344	5.29786602554538e-07	0.00056456812208773	-0.53279845741941	0.188822085068798	0.999858517549214
CABP1	-0.713771035417944	0.116895884412824	0.53892468835355	-1.15237209648086	0.00809898611787509	0.0975255783675019	-0.438601061062911	0.287378157317252	0.962939555184773	CABP1	-0.330101631961182	0.187316018854737	0.924053416644108	-0.791860263140455	0.00408486475559406	0.0970888472878007	-0.461758631179273	0.0825759453741081	0.999858517549214
CACNB1	0.0842254762252988	0.733589063294698	0.920842216167527	0.414739071642434	0.0792751537519125	0.343647104912932	0.330513595417135	0.174107583432069	0.934128826411431	CACNB1	0.31130427802916	0.0249828133352164	0.567273227198526	0.50377430555246	0.0007281275116823	0.0407321874468636	0.192470027523299	0.167455670082306	0.999858517549214
CACYBP	-0.000893694546809298	0.994107577754223	0.99778012457404	-0.313910407222635	0.00988778446283615	0.108657571072862	-0.313016712675826	0.00897999388480509	0.751196382316557	CACYBP	-0.0852435717888251	0.133116562346251	0.874967912337754	-0.228947574920541	0.000256809464781321	0.0235883635489785	-0.143704003131715	0.0152648553064984	0.923707439515972
CADM1	-0.307931237884789	0.27965297625803	0.703552357287763	-0.679554439976222	0.0147495402197327	0.134813465483849	-0.371623202091433	0.156725610072984	0.930930727888038	CADM1	-0.109369061835956	0.413708412289448	0.987836180764936	-0.4831918895047	0.00108566039043221	0.0506699057493701	-0.373822827668743	0.00852092071576202	0.83093511016367
CAPN5	0.30190862228417	0.0953693773164047	0.508433051865038	0.683093119765037	0.000290038954643027	0.0172625598116884	0.381184497480867	0.0288154599183	0.873781996094419	CAPN5	0.303012608109806	0.0140684472451478	0.461145443125826	0.538545981255266	6.29446515993313e-05	0.0103197699347363	0.235533373145459	0.0585465188840887	0.999858517549214
CARD11	0.730593643945238	0.0250074896868911	0.32254418557869	1.15217539214816	0.000421154788408266	0.0202684323169679	0.421581748202924	0.150697712377665	0.93019790535948	CARD11	0.42015439782221	0.0213458972212801	0.531956484760946	0.736448121536971	0.000181998823123741	0.0200861801923465	0.316293723714761	0.082777413085272	0.999858517549214
CASS4	1.12643652406404	0.0173836183765241	0.275161130422932	1.31853560702443	0.0026919407079188	0.0540259135834653	0.192099082960392	0.618098185229042	0.976169718570582	CASS4	0.620104050311598	0.0131309826320957	0.459608109501036	0.76094637045414	0.00386970978061726	0.0942778433955471	0.140842320142542	0.566004401492494	0.999858517549214
CCDC109B	0.567856031795342	0.00623138714893905	0.18024376485381	0.697184274972735	0.0005164699859117	0.0224415775201428	0.129328243177394	0.466281910355081	0.966499852072356	CCDC109B	0.150041051576997	0.153845132961102	0.894384590815215	0.350051598052671	0.00205667090500086	0.0698545249482911	0.200010546475674	0.0638790161258313	0.999858517549214
CCDC64	0.835488472894801	0.00294119799041442	0.126875031604798	0.982861877045512	0.000317997894857157	0.0178404230902404	0.147373404150711	0.531304204651334	0.973272449974263	CCDC64	0.516047534221967	0.00138522150326783	0.245029951870354	0.732851876419781	2.3291350396061e-05	0.00663197911177441	0.216804342197813	0.166979016970959	0.999858517549214
CCDC88B	0.842987170068653	0.00549681127185232	0.172067218330616	0.920583907008467	0.00141668289371375	0.0396923688379324	0.0775967369398135	0.768383350404945	0.984299067914168	CCDC88B	0.550226422852879	0.00164278168645923	0.2521418237169	0.686942960184921	0.000218749629744365	0.0222452748476466	0.136716537332042	0.424995371641553	0.999858517549214
CCL5	0.717324780120441	0.00702949896654178	0.186604842171857	1.02171207410018	0.00017854094617052	0.0135815905772403	0.304387293979737	0.190944870039374	0.939100828539374	CCL5	0.364288584823401	0.06165827326208	0.730717254722072	0.843690985322027	8.26354069138892e-05	0.0120049009003372	0.479402400498625	0.0162678182978052	0.938339583133942
CCNG2	-0.22948115452663	0.178588174262243	0.619907970146388	-0.512436978336509	0.00282778345562467	0.0547489506816305	-0.282955823809879	0.0763280989398511	0.917330765779016	CCNG2	-0.20245060745089	0.0232976725106262	0.560285411374637	-0.399044171492826	5.36969961861716e-05	0.0094380757370682	-0.196593564041936	0.0323926198673576	0.999818409319045
CCR7	0.80074442846769	0.00763764295308223	0.195415931542786	1.21182621568338	6.51694207571391e-05	0.00823287619904251	0.411081787215694	0.106124997810946	0.923598043043093	CCR7	0.426526966808739	0.00892870170482169	0.419531109477051	0.650531029390318	0.000203307249430124	0.0214186207863466	0.224004062581579	0.166661625696484	0.999858517549214
CD2	0.947048005434695	0.00658731083761942	0.183472167404483	1.01013175759843	0.00287974149319082	0.0552106536411341	0.0630837521637363	0.83086890695288	0.988872665362179	CD2	0.489245200674931	0.00780642816838287	0.394257525858231	0.674273605894993	0.00058572191383265	0.0372485229709476	0.185028405220062	0.309037126403892	0.999858517549214
CD244	0.746711014091747	0.150730444286686	0.589948144108361	1.17782116105543	0.0163241589054439	0.143711894769892	0.431110146963685	0.345376216763045	0.963195811776739	CD244	0.442735511830349	0.065804327946089	0.738263370345523	0.913069149033784	0.000392566993638222	0.0300482596152009	0.470333637203435	0.0503111391367359	0.999858517549214
CD247	0.780429355767151	0.00674916682758742	0.183642233545259	0.75628818663129	0.00465754047094479	0.0710890400468154	-0.0241411691358614	0.921939517643598	0.993658270892733	CD247	0.389287789319636	0.00911125496143345	0.420643156637944	0.56856513385299	0.000375916712460371	0.0290865556266212	0.179277344533354	0.227437105577085	0.999858517549214
CD248	0.764108425652723	0.00831306977205268	0.200377554011539	0.984750813711021	0.000586329404199453	0.0236054134987522	0.220642388058298	0.388404719697159	0.963195811776739	CD248	0.708150904240872	0.000427809563896664	0.160282230557811	0.893439718400415	3.20685219118218e-05	0.00800981660453695	0.185288814159543	0.343064052998467	0.999858517549214
CD300A	1.37572655370378	0.00235973225403926	0.115598976513712	1.36257145787438	0.000934386742589369	0.0308368709059635	-0.0131550958293973	0.970745287095946	0.998188594994226	CD300A	0.637102457457279	0.00558392801497879	0.366125327215202	0.793796643533901	0.00111081802691933	0.0506826252140745	0.156694186076622	0.488613913386886	0.999858517549214
CD300LF	1.69923328896241	0.00110770371955103	0.0795578676544545	1.89646841394618	6.77633945725394e-05	0.00841038833163912	0.197235124983769	0.625713779163184	0.976169718570582	CD300LF	0.688572685399155	0.0138890637576843	0.460866003225805	0.8638117256135	0.00331916413966416	0.0881622012246244	0.175239040214345	0.52201637211548	0.999858517549214
CD37	1.22224319985586	0.0010238285335405	0.0778224471352607	1.16933711096132	0.000520734089144099	0.0224415775201428	-0.0529060888945315	0.860492895357068	0.989394493872237	CD37	0.528978628923621	0.00656989186925197	0.386169963279575	0.741815081312786	0.000365237586561799	0.0289772439174003	0.212836452389166	0.2696964436035	0.999858517549214
CD3D	0.672031622356995	0.0522693589503897	0.417216507080016	0.945531121601015	0.00376718836452469	0.0639879329767825	0.27349949924402	0.368520561088324	0.963195811776739	CD3D	0.230880689853579	0.30494784827782	0.970108913418303	0.719685861648474	0.00265746612294141	0.0780089591594161	0.488805171794895	0.0327384243968428	0.999858517549214
CD5	0.636197518223011	0.0440248030720757	0.391519131783029	0.893357531786536	0.00395922152320475	0.0655900832023834	0.257160013563525	0.374159583235574	0.963195811776739	CD5	0.40870443610696	0.0293545089089015	0.584226244280073	0.639486236412356	0.00140299131304613	0.0562658797854586	0.230781800305395	0.218340119642745	0.999858517549214
CD6	0.661853244019426	0.0325775953368176	0.350258659894098	0.91104546166844	0.00271979509762129	0.0542005363890756	0.249192217649014	0.370695039199853	0.963195811776739	CD6	0.465162553553165	0.00413633565875945	0.337883647900256	0.699978236368204	6.29382616808578e-05	0.0103197699347363	0.234815682815039	0.143703306645004	0.999858517549214
CD7	0.908616974242218	0.00743474496251411	0.191610576456489	1.17675481462139	0.000465366216751454	0.0213089534007001	0.268137840379176	0.363483763957374	0.963195811776739	CD7	0.299721007958796	0.192488097243111	0.928603176073411	0.736424452838377	0.002845521821619	0.0810256787099423	0.436703444879581	0.0615862417786729	0.999858517549214
CD72	0.858379598293901	0.00699965929480236	0.186161991282253	0.497923426012174	0.0711614742400544	0.32506676942633	-0.360456172281726	0.190412078727712	0.939100828539374	CD72	0.642430608477368	0.000195163659946344	0.111141801066244	0.639138065816982	0.000371929424422923	0.0289772439174003	-0.00329254266038562	0.984159400095138	0.999858517549214
CD8A	0.587800395355909	0.121325771536505	0.545660502378059	1.05575381786054	0.002579081828838	0.0531170724835937	0.467953422504634	0.170136989229376	0.934128826411431	CD8A	0.155577929381578	0.483861310084086	0.988245312633705	0.820410019764986	0.000690411029611948	0.0399595247728176	0.664832090383408	0.00406963778302893	0.74708344871874
CD9	0.787449398369921	0.0209466680965957	0.299167737518411	1.09176950955491	0.00134594822159713	0.0381639707161881	0.304320111184988	0.323492736098728	0.963195811776739	CD9	0.395483797038384	0.0247533583595139	0.565685857427288	0.594190941224743	0.00162176247162964	0.0610820960544742	0.198707144186359	0.261254391037858	0.999858517549214
CDC20	1.47675681648606	0.00780238720406817	0.196210564613214	1.94688019649504	0.000205917781964436	0.0146115245764955	0.470123380008984	0.310217981153408	0.963195811776739	CDC20	0.75080268285179	0.00661595642516841	0.386169963279575	1.19867490840142	4.9901982398734e-05	0.0091400634084169	0.447872225549629	0.0938985703855903	0.999858517549214
CDKN1B	-0.306573454367453	0.0574692940673769	0.432287635172417	-0.564006482629009	0.000667597082393415	0.025529273294012	-0.257433028261556	0.0834820115545182	0.917330765779016	CDKN1B	-0.191471820507285	0.0521977624844333	0.698802977199397	-0.34790607805595	0.00118504314001174	0.0516949014045223	-0.156434257548664	0.121825468750136	0.999858517549214
CDR2L	-0.220652145575671	0.376148539622587	0.763994343589942	0.63285578742002	0.00930090538007218	0.104788357110878	0.853507932995691	0.0011226385475982	0.52947376033223	CDR2L	0.110100768591292	0.413466448835048	0.987836180764936	0.480099260880981	0.00110940654229242	0.0506826252140745	0.36999849228969	0.00850177835757894	0.83093511016367
CECR2	-1.05558485979494	0.00459414472425189	0.15540780176329	-1.89677711505005	3.16281094676738e-06	0.00230685111373093	-0.841192255255114	0.020568922419215	0.873781996094419	CECR2	-0.826825554238704	0.000569053123699888	0.169767645041177	-0.98545757466884	0.000139972053454598	0.0170323258549839	-0.158632020430136	0.514036149615016	0.999858517549214
CELSR3	0.302906579321214	0.189823574330986	0.627507317633482	0.462970423928768	0.0328155927797565	0.211529759562995	0.160063844607555	0.451850037004249	0.966499852072356	CELSR3	0.196934376270584	0.138978955149437	0.882887618319164	0.445943254382454	0.00181103811362015	0.064783290511583	0.24900887811187	0.0665888254610257	0.999858517549214
CHST11	1.24703986678411	0.000396675438416927	0.0491332687458972	1.12796845345911	0.000393628574252496	0.0197498251670162	-0.119071413325	0.669624813527923	0.982274777963413	CHST11	0.546026908914842	0.00669831387605101	0.389162395569541	0.617713686340538	0.00357717729786812	0.0904587445643843	0.0716867774256962	0.718881898732815	0.999858517549214
CIPC	0.0121125794450259	0.942891713653875	0.98756198508318	-0.31336287981329	0.0514025066910819	0.274554196742966	-0.325475459258315	0.0423855949988225	0.885072791876891	CIPC	-0.0330773279920232	0.68716547079946	0.992329621541324	-0.287725458582404	0.00144722391602264	0.0569760210631436	-0.254648130590381	0.00357942960163768	0.74708344871874
CLEC5A	0.458845800148734	0.556306037585039	0.851769677750814	1.71504023928978	0.0144379713758539	0.133170050193583	1.25619443914105	0.0610406289686369	0.900510176017247	CLEC5A	0.668151605073333	0.0724040697383667	0.754042700047481	1.14442515359857	0.00333668413929015	0.0882980893886132	0.476273548525234	0.185960160601633	0.999858517549214
CLEC7A	1.95027752152474	0.00137009901297882	0.0893342439384211	1.58663727335986	0.00302073284817897	0.0564601705005076	-0.363640248164883	0.431216809875698	0.966194608901709	CLEC7A	0.915744687945921	0.00117673954647963	0.234344716868642	1.01899287128949	0.000583313773698445	0.0372485229709476	0.103248183343569	0.704330126997259	0.999858517549214
CLIP2	0.19957708190361	0.308876214820094	0.722372190450897	0.115581936189634	0.522381891140546	0.806803606941699	-0.0839951457139763	0.642145530389833	0.979939474813798	CLIP2	0.358885559023219	0.00617484330456752	0.376040688308552	0.420018742474545	0.00245777257136306	0.0756811727202384	0.0611331834513257	0.63895025744482	0.999858517549214
CLMN	-0.285451022138373	0.0860502581757681	0.492128174183081	-0.522802659392449	0.00179215155400115	0.0433455595513885	-0.237351637254076	0.123590416060644	0.923598043043093	CLMN	-0.270267437483859	0.0118833398871863	0.453574021377671	-0.36544240240351	0.00157175025938692	0.0595133203268395	-0.0951749649196514	0.380102712686697	0.999858517549214
CLSTN3	0.0903138682261645	0.680475631522081	0.901165266792018	0.575552167017594	0.00916089895939681	0.104030209794759	0.48523829879143	0.0291779457928049	0.873781996094419	CLSTN3	0.263847927885993	0.0478213754970809	0.676100221402126	0.489344061189528	0.000693264214292754	0.0399595247728176	0.225496133303535	0.0957669882506214	0.999858517549214
CMTM3	0.130515846549639	0.465081244158225	0.811238363679809	0.554119697858199	0.00236268999770498	0.0507182323238597	0.42360385130856	0.018063869840376	0.864032635317417	CMTM3	0.165402044855243	0.11134417120366	0.846798592642366	0.34081658577754	0.00238703375330672	0.0755053865060068	0.175414540922296	0.0988610133837277	0.999858517549214
CNIH3	0.983077604283817	0.00365734449681391	0.139858830501135	0.966395535927932	0.00263696673389034	0.0538093683741839	-0.0166820683558845	0.953793061084407	0.997287689854384	CNIH3	0.728246242277216	0.000327496279977268	0.150600611390219	0.705123532577856	0.000809753597077349	0.0435036300437367	-0.0231227096993602	0.905269850250171	0.999858517549214
CNKSR3	0.238239888446652	0.279586064599758	0.703552357287763	0.597155849435604	0.00729951831222092	0.0918869080067738	0.358915960988952	0.0847551963223585	0.917330765779016	CNKSR3	0.280867448406263	0.0286369504018422	0.583493892888878	0.567806255824049	5.25300027941154e-05	0.00939158189266584	0.286938807417785	0.0275041482635487	0.997759514906541
COL12A1	0.581969551451456	0.00322440121934748	0.131735512691162	0.762949396186237	0.000111938855192881	0.0110972044030418	0.180979844734781	0.277935610866834	0.962939555184773	COL12A1	0.257033568509069	0.0246147188216219	0.565685857427288	0.51250596831365	4.60806743323017e-05	0.00901216108366156	0.255472399804581	0.0285021834999339	0.997759514906541
COL16A1	0.0788948475398408	0.733780574498604	0.920842216167527	0.581653324489187	0.0112137535514326	0.116663305175437	0.502758476949346	0.0305925161324103	0.873781996094419	COL16A1	0.23931871750103	0.0729308701247019	0.754042700047481	0.528270367182364	0.000288092173624543	0.0253183226906952	0.288951649681334	0.0345058150753327	0.999858517549214
COL4A4	1.23819829165626	0.00217068518984044	0.112501922165027	1.92412349702643	5.45755320057453e-06	0.00257396400783097	0.685925205370165	0.0447856016952125	0.888192877389982	COL4A4	1.12055154563807	0.000121799002645644	0.0873486267871193	1.10329175944723	0.000250945990520519	0.0235047241252673	-0.0172597861908463	0.94961557851744	0.999858517549214
COL5A2	0.339413700322405	0.0403410254180644	0.380499152628668	0.795586891429957	1.24484776012746e-05	0.00377938218331908	0.456173191107552	0.00420691336975439	0.687394196037911	COL5A2	0.174616198875938	0.0820151488925957	0.782015725236063	0.409142892637705	0.000203241671534113	0.0214186207863466	0.234526693761768	0.0233149547486438	0.990850778377438
COL6A1	0.399320935436915	0.10137070647842	0.51910753744595	1.03678781369499	6.5875649405085e-05	0.00824844746400484	0.637466878258077	0.00924789231413261	0.751196382316557	COL6A1	0.387672068180116	0.00280233254125514	0.297737376043652	0.729234027110676	5.16406335977139e-07	0.00056456812208773	0.34156195893056	0.00916663641257669	0.83093511016367
COL6A2	0.427419179780536	0.105027371476052	0.523596284311245	0.934180145588095	0.000580184808431213	0.0236054134987522	0.50676096580756	0.0503485549316775	0.888192877389982	COL6A2	0.531918803271128	0.00177740040994127	0.2521418237169	0.804363525011708	1.40621901776425e-05	0.0050050850389774	0.27244472174058	0.106037094648842	0.999858517549214
COL8A1	-0.865723129343339	0.0372534796673538	0.367241861087514	-1.81534404239619	2.18709371604316e-05	0.00450857518579886	-0.949620913052847	0.0091516231648542	0.751196382316557	COL8A1	-0.625423499807986	0.00672430633631433	0.389162395569541	-1.23507031762315	2.78832212407536e-06	0.00158789368321843	-0.609646817815165	0.0109539889811989	0.871273352959705
CORO1A	0.846467399604244	0.00105053978393065	0.0778224471352607	1.32910143481925	1.08941549815292e-06	0.00140128544394233	0.482634035215007	0.0292440055861663	0.873781996094419	CORO1A	0.376291721270221	0.10388535835092	0.830819840075831	0.837634586795456	0.000854614297169391	0.0444056341197103	0.461342865525235	0.0505738806573522	0.999858517549214
CPA4	0.822958336533923	0.146279370531887	0.584905915881237	2.06796739124615	0.000370855791060592	0.0193717794815954	1.24500905471222	0.015286722592159	0.842018128000745	CPA4	0.745185230030511	0.0185079817796446	0.511646867178252	1.7530962058998	5.42436614418792e-07	0.00056456812208773	1.00791097586929	0.00117476224002714	0.557503000375546
CPAMD8	-0.990318401843395	0.0178138465595742	0.279123050909652	-1.46957023963347	0.00027009444113816	0.0167612554722098	-0.479251837790075	0.190930226944416	0.939100828539374	CPAMD8	-0.485175371064959	0.0274002907928519	0.583493892888878	-0.68573000210296	0.00392876636406066	0.0950143859022433	-0.200554631038001	0.373559330004655	0.999858517549214
CPNE5	0.608302447434576	0.0723971165920048	0.465439043081053	0.311217638184577	0.331658095529395	0.676561475439072	-0.297084809249998	0.34169875834228	0.963195811776739	CPNE5	0.374501888937627	0.0438178144781049	0.65341458710777	0.722522698842663	0.000316206971986087	0.0266380985808634	0.348020809905035	0.0625805292038012	0.999858517549214
CRABP2	0.528980365526624	0.100537227555259	0.517427436442352	0.816568090293617	0.00758552084788204	0.0941469600672658	0.287587724766993	0.337764206162791	0.963195811776739	CRABP2	0.447290914591309	0.009206496130849	0.420643156637944	0.634632786974839	0.000552734450075972	0.036097616356567	0.18734187238353	0.273076990529485	0.999858517549214
CSF3R	1.52631669294118	0.0035896351066993	0.138769800887127	1.68531094147917	0.000461696199773098	0.0212095439304856	0.158994248537985	0.706090436043747	0.98311267769293	CSF3R	0.470861521518026	0.138001131215003	0.882411181305085	1.13420023576021	0.00101073066169484	0.0491609378382905	0.663338714242186	0.0402239028516071	0.999858517549214
CST7	0.84360084940562	0.00136933855214413	0.0893342439384211	1.33960914319591	1.40167061948508e-06	0.0014165883996496	0.496008293790294	0.0251637228018547	0.873781996094419	CST7	0.208359210323808	0.288162058588862	0.966635814669535	0.794849006728555	0.000206075718021211	0.0214186207863466	0.586489796404746	0.00388142731064633	0.74708344871874
CTHRC1	0.601732647546528	0.0588177277056846	0.436340012630278	1.53222135277812	1.3889877272782e-05	0.00377938218331908	0.930488705231589	0.00375619639114242	0.672945539147503	CTHRC1	0.372698181332769	0.106562772239106	0.836352052345002	0.80917125760719	0.00120343081682955	0.0520767311221955	0.436473076274421	0.0633789955663707	0.999858517549214
CTNNAL1	0.0686071433911812	0.785650658851163	0.93877717703237	-0.314700245450324	0.180863585262528	0.515727301063987	-0.383307388841505	0.104492815444714	0.923598043043093	CTNNAL1	-0.142249295542732	0.222753325126099	0.946322724033415	-0.414128021952316	0.00123189803994538	0.0525105760320431	-0.271878726409584	0.0262815420177031	0.997759514906541
CTSW	0.542280580045967	0.0900137447690655	0.498475332578281	1.04497216054017	0.00115084472037895	0.0348678842583336	0.502691580494199	0.0911802597532714	0.917666842883735	CTSW	0.432269707271426	0.0361262262719676	0.614794258552481	0.846985385330081	0.000139651964831459	0.0170323258549839	0.414715678058655	0.0441674356563395	0.999858517549214
CXCR4	0.823375789598662	0.00233643101824557	0.115598976513712	0.697105270406205	0.00570565802010922	0.0798509943882546	-0.126270519192458	0.567307813183726	0.975811282181533	CXCR4	0.48939584014041	0.00845649969981624	0.40839757781865	0.658226612144706	0.000889885057619248	0.0455729984364217	0.168830772004297	0.360062399948087	0.999858517549214
CYP11A1	0.841803149113356	0.0169728865249202	0.272897013001245	1.11435788659518	0.00131412233133383	0.0377693304847426	0.272554737481828	0.379931002364596	0.963195811776739	CYP11A1	0.764921730324546	0.00047654982398084	0.169767645041177	0.935776935524501	5.27728138943083e-05	0.00939158189266584	0.170855205199955	0.412990066160659	0.999858517549214
CYP4B1	-1.0592305480038	0.00519543589451201	0.167068687435115	-1.05229399971337	0.00264423922927568	0.0538321451151389	0.00693654829042523	0.981881274936697	0.99882122696843	CYP4B1	-0.499274281624667	0.0249455868414697	0.567273227198526	-0.922907469409584	0.000188482644347134	0.0204841786837416	-0.423633187784917	0.0657254019782435	0.999858517549214
CYTIP	1.44089731181639	0.00121636849816675	0.0841652412353448	1.27539895133818	0.00168173177624296	0.0428156771984455	-0.165498360478203	0.638627087510365	0.979343447278308	CYTIP	0.593472930516968	0.0264432102545044	0.583065101673084	0.883527901330347	0.00189320434764677	0.0662249393057668	0.290054970813379	0.273918307623141	0.999858517549214
DAPK2	-1.04903489843598	6.13536503934193e-06	0.00723410666180408	-1.15346249498077	3.90959735232809e-07	0.0008322110816208	-0.104427596544789	0.541161030143229	0.973272449974263	DAPK2	-0.463829355923753	0.00232930186479672	0.265298165192887	-0.612910515023317	0.00020610739957361	0.0214186207863466	-0.149081159099564	0.328624349213679	0.999858517549214
DEF6	0.871234099796107	0.000382202519618228	0.0491332687458972	1.0324979576921	1.28925661264542e-05	0.00377938218331908	0.161263857895998	0.412166854113976	0.963288539619861	DEF6	0.439093040280128	0.00305891615119978	0.301229298495245	0.658777002043408	3.92868458110863e-05	0.00851884827777973	0.21968396176328	0.134485490381223	0.999858517549214
DEGS2	0.451824343341446	0.242297808346618	0.67376396377394	0.7655664933096	0.0341171206572616	0.215021443287125	0.313742149968154	0.370439066182899	0.963195811776739	DEGS2	0.166314317030082	0.415799777821572	0.987836180764936	0.704747819447705	0.00112567154915668	0.0508358147566098	0.538433502417623	0.00954707400664609	0.83093511016367
DENND1C	1.12402971253923	0.00212977704673129	0.112441102366422	1.20910738971741	0.000542432178553956	0.0228418836141665	0.0850776771781835	0.780726878460872	0.985628267101122	DENND1C	0.63557358472508	0.0005674049257618	0.169767645041177	0.794966579800649	4.93743391765601e-05	0.0091400634084169	0.159392995075569	0.37034574355112	0.999858517549214
DMRT2	-1.19484278234689	8.60971928307201e-06	0.00784779124808532	-1.44718195870868	1.84158838162748e-07	0.000651415850291182	-0.252339176361794	0.224184369699366	0.941674871124444	DMRT2	-0.557648215974599	0.00204703630101137	0.2521418237169	-0.757140432412289	0.000121901949195123	0.0157774368244633	-0.19949221643769	0.272634942589677	0.999858517549214
DMRTA1	-0.274000140576538	0.342709803269415	0.744223888447762	-0.851583671379402	0.00376651240570469	0.0639879329767825	-0.577583530802864	0.0421907366277875	0.885072791876891	DMRTA1	-0.171875088967223	0.254555682029332	0.95793719226794	-0.48967017747547	0.0030954970588957	0.0855033447032568	-0.317795088508246	0.0461623438213615	0.999858517549214
DOCK2	1.17624928940958	0.000293337502723472	0.0462838022833796	1.21601207417224	6.19910560282119e-05	0.00823287619904251	0.0397627847626647	0.875080054967504	0.990893609116139	DOCK2	0.540791929578675	0.00525439117857673	0.364476458366726	0.7168680850312	0.00051178735359707	0.0346967454912452	0.176076155452525	0.357365312465247	0.999858517549214
