Symbol	log2FC_SAF1_SAF2.arc	pvalue_SAF1_SAF2.arc	padj_SAF1_SAF2.arc	log2FC_SAF1_SAF3.arc	pvalue_SAF1_SAF3.arc	padj_SAF1_SAF3.arc	log2FC_SAF2_SAF3.arc	pvalue_SAF2_SAF3.arc	padj_SAF2_SAF3.arc	Row.names	log2FC_SAF1_SAF2.all	pvalue_SAF1_SAF2.all	padj_SAF1_SAF2.all	log2FC_SAF1_SAF3.all	pvalue_SAF1_SAF3.all	padj_SAF1_SAF3.all	log2FC_SAF2_SAF3.all	pvalue_SAF2_SAF3.all	padj_SAF2_SAF3.all
AK4	-0.34524096670185	0.102100420889889	0.520395841199944	-0.358887457572358	0.0691833025470326	0.320942474668185	-0.0136464908705083	0.941270715498962	0.995758494938409	AK4	-0.27199294088459	0.0139403300738907	0.460866003225805	-0.432634214545497	0.000332547719538289	0.0275260574596896	-0.160641273660907	0.152853126031869	0.999858517549214
AKAP12	-0.148491253674546	0.58889890888631	0.866407018966009	-0.603124891606467	0.0261222940340574	0.186214253831849	-0.454633637931921	0.0717621375933795	0.917330765779016	AKAP12	-0.253927270846198	0.0671108111274099	0.744125091916615	-0.567994264311399	0.000213811962062857	0.0220582674194847	-0.314066993465201	0.0291735198605538	0.997759514906541
ALDH1A1	0.393796825282947	0.152597024709429	0.59244811254506	-0.592116945806183	0.0234607011794645	0.17406683848361	-0.98591377108913	0.000463222058142347	0.505712883521954	ALDH1A1	-0.189614252102596	0.236531453327927	0.946990523349185	-0.697047585471582	0.000106096048316613	0.0146426460635959	-0.507433333368986	0.00297482754369728	0.683106769993842
ALDH1A3	0.392957925742018	0.160053939650809	0.602448308624446	1.12560358242293	0.000162768815720538	0.0129341107292415	0.732645656680909	0.00890932135700613	0.751196382316557	ALDH1A3	0.496595476997789	0.00779803489239075	0.394257525858231	0.741576098148352	0.000222646387902667	0.0224809689685834	0.244980621150563	0.187432730368038	0.999858517549214
ALDH2	-0.624780633847128	0.00574886738413422	0.174926289501323	-0.872323675268974	9.90786079481111e-05	0.0104088867128083	-0.247543041421846	0.196677593290185	0.939100828539374	ALDH2	-0.340524242746613	0.0170952138209957	0.495691566536691	-0.437887562327129	0.00425051002262951	0.0983975791742704	-0.0973633195805162	0.499528149846195	0.999858517549214
ALDH6A1	-0.78384565600177	0.00559374742361452	0.172896460754431	-1.11989821497807	9.77067855201164e-05	0.0104056292330016	-0.336052558976296	0.157113329466171	0.930930727888038	ALDH6A1	-0.408604781651882	0.00974855708554924	0.420643156637944	-0.50797793296684	0.0027410260438436	0.0792721909523682	-0.0993731513149579	0.532554833817654	0.999858517549214
ALG9	0.376971947352107	0.0299064676277011	0.341770346996497	0.351749180396822	0.0305771112653103	0.203361979351622	-0.0252227669552852	0.866127820990116	0.990050294004617	ALG9	0.216620756964117	0.0239424984147555	0.562923048287893	0.377680251392654	0.000281258632353762	0.0250267446801281	0.161059494428536	0.0971214614093384	0.999858517549214
ALOX5	0.688171447487011	0.0836391558028851	0.486199842011102	1.05992073551512	0.00564281157789696	0.0792889410151992	0.371749288028111	0.286365958504754	0.962939555184773	ALOX5	0.207413707425935	0.338276376520034	0.971785137020614	0.698333248343415	0.00287576747461446	0.081396225717865	0.490919540917479	0.0278606261450198	0.997759514906541
ALPK3	-1.51443484253264	3.44272197501973e-05	0.0209491827868681	-1.67891241580922	3.74991699878518e-06	0.00230685111373093	-0.164477573276577	0.558891523171323	0.975811282181533	ALPK3	-0.618426578721523	0.0047070420934481	0.358362433013377	-0.757421697174883	0.00131680217913433	0.0542412836646447	-0.138995118453359	0.526933561387163	0.999858517549214
AMICA1	1.25702810469274	0.00433654212897508	0.152064113465787	1.25612262030963	0.0019491969432113	0.0454352348426635	-0.000905484383106354	0.997707409794522	0.999651808569915	AMICA1	0.464456082125217	0.0303716769533426	0.585059005703489	0.712849470896873	0.00187504213999963	0.0659135183880858	0.248393388771656	0.24744313414418	0.999858517549214
AMPD3	0.44962381140456	0.202724752275915	0.641668626450854	0.82474255995763	0.0143887795141018	0.132889583123385	0.37511874855307	0.229555579597343	0.942338953530638	AMPD3	0.38868689213842	0.0241859093206184	0.56541016584178	0.560634673167635	0.00231343622591643	0.0740143630300499	0.171947781029215	0.319527636244835	0.999858517549214
ANAPC16	-0.090953509223749	0.408192706204321	0.780755673438193	-0.231164342533401	0.0315306405226526	0.207291003086074	-0.140210833309652	0.174367772933263	0.934128826411431	ANAPC16	-0.0378273232439657	0.490982873505089	0.988245312633705	-0.191548857134483	0.00147034855622803	0.0573600204305853	-0.153721533890517	0.00791897787256693	0.814474826060127
ANKRD33B	-0.329808831837886	0.266911629205592	0.693685595116444	-0.515246512366719	0.0600121649684738	0.296892350398229	-0.185437680528834	0.48928655207559	0.967158874012156	ANKRD33B	-0.460215329825968	0.00735807559350782	0.393823015882597	-0.532883534340997	0.00371448414062553	0.0924529907518979	-0.0726682045150282	0.674681926094982	0.999858517549214
ANO9	0.518667057911057	0.0988781704842555	0.514537416028588	0.778570527195564	0.0115446488498535	0.117835201700265	0.259903469284507	0.380481464806678	0.963195811776739	ANO9	0.44468302830519	0.00960586851400454	0.420643156637944	0.645665343207066	0.000415282050108234	0.0311393664043381	0.200982314901876	0.235384075756293	0.999858517549214
APBB2	-0.0480065046596609	0.819077495467734	0.950136288613307	-0.375178700627158	0.0617774958553604	0.301306373270422	-0.327172195967497	0.0946536779046931	0.921974867381084	APBB2	-0.0811317630697873	0.351014236785532	0.974037028377572	-0.27249222362197	0.00401857524065036	0.0967135625275243	-0.191360460552183	0.0350342573241801	0.999858517549214
APLN	-0.479388887455228	0.320983151444664	0.730091891124529	0.60581152605796	0.178707368279083	0.511484121581823	1.08520041351319	0.0199957860803608	0.873781996094419	APLN	0.726705497370576	0.0120331533607753	0.453881387628177	1.2234766731924	9.36331777407266e-05	0.0134652075908558	0.496771175821827	0.0824895137759812	0.999858517549214
APOBR	1.72982974415112	0.000297823926505776	0.0462838022833796	1.4923288050359	0.000371266047953935	0.0193717794815954	-0.237500939115224	0.524264783463161	0.973272449974263	APOBR	0.741431051910059	0.0023038547012551	0.265298165192887	0.932146031585479	0.000306767715397705	0.0264694058431341	0.19071497967542	0.422406862124186	0.999858517549214
AQP3	0.509900535891129	0.190605770092649	0.628211215381294	1.72115925754141	5.55233535056662e-05	0.00800768713186574	1.21125872165028	0.00195549732240563	0.588687906696112	AQP3	0.380945509941825	0.125886272416603	0.869176944905519	0.766495779516153	0.00405830306964104	0.0969430550377173	0.385550269574328	0.126087859830086	0.999858517549214
AQP9	2.95853382439564	0.000143648154844115	0.034305831478032	2.65254249918679	9.38673255680472e-05	0.0102426771722966	-0.30599132520885	0.576926621863738	0.975847510367096	AQP9	1.05291172533844	0.0155135087336155	0.473960995365846	1.36986517615686	0.00286914525155429	0.0813705596541402	0.31695345081842	0.454460007645643	0.999858517549214
AR	0.03476301072452	0.833987269890797	0.954859921450749	-0.223686285161956	0.147417631922819	0.467775751082299	-0.258449295886476	0.0932042616536433	0.918196825653453	AR	-0.0479104180243397	0.610753196081267	0.992329621541324	-0.35815129977761	0.000586521273052093	0.0372485229709476	-0.31024088175327	0.00202515476677108	0.62490546329919
ARHGAP22	0.832845507431292	0.0376764566450372	0.368018571241577	0.892675387856385	0.0163731411668009	0.143711894769892	0.0598298804250929	0.867770518563357	0.990375965259854	ARHGAP22	0.41279187468021	0.0274648705735035	0.583493892888878	0.569758754252643	0.00411526665843907	0.0973240056747459	0.156966879572434	0.401464621736145	0.999858517549214
ARHGAP30	1.00800736084362	0.00265393483568981	0.123216470150917	1.15586394896908	0.000257647415127894	0.0163473241105138	0.147856588125463	0.592758341882185	0.976169718570582	ARHGAP30	0.422067164918552	0.0200370329848378	0.518085477238114	0.614532478103602	0.00154154961732677	0.0589974244674227	0.19246531318505	0.290027176025561	0.999858517549214
ARHGAP4	0.355371509727862	0.079538831836116	0.47868776335568	0.599249577654145	0.0026002630038844	0.0533607676040914	0.243878067926283	0.196748892103315	0.939100828539374	ARHGAP4	0.330715208437235	0.027543565697497	0.583493892888878	0.540728172922853	0.000819603188302865	0.0435398902681638	0.210012964485618	0.165192469356169	0.999858517549214
ARHGAP9	1.02108569415538	0.00270800541196496	0.123311682341999	1.07077669115647	0.000719552544868262	0.0264440232658209	0.0496909970010908	0.856658574275155	0.989394493872237	ARHGAP9	0.33779586589104	0.0640537884519489	0.738263370345523	0.725957612023158	0.000254300375115871	0.0235883635489785	0.388161746132118	0.0364056921241997	0.999858517549214
ARL4C	0.630724165584039	0.0145474853055238	0.258908640991015	1.18252042187144	1.7920382990748e-05	0.0042540983621951	0.551796256287402	0.0220825011700851	0.873781996094419	ARL4C	0.417133331976586	0.00944918471270803	0.420643156637944	0.720602122363695	3.94917458968506e-05	0.00851884827777973	0.30346879038711	0.0598313291013849	0.999858517549214
ARPP19	-0.0407056185960676	0.768800941465024	0.931156011024536	-0.235300023093928	0.0809826878287369	0.347009100572017	-0.19459440449786	0.134170582354874	0.923598043043093	ARPP19	-0.0228879814581124	0.752834983549996	0.997365210116601	-0.232793612962243	0.00336685727787172	0.0884390167252024	-0.209905631504131	0.00633149743885757	0.792868320777732
ARRB2	0.820716955696167	0.00562728638652945	0.172896460754431	0.896459577672069	0.00112869613265784	0.0344922712332089	0.0757426219759026	0.760191533498127	0.984299067914168	ARRB2	0.329203064698754	0.052135478534407	0.698802977199397	0.554716999214599	0.00230109150954363	0.0737852248229113	0.225513934515846	0.188458714519893	0.999858517549214
ARRDC5	0.773478760409353	0.0798564526336546	0.479236322675507	0.979677237758887	0.0174790354359332	0.148929913224079	0.206198477349534	0.590994599761186	0.976169718570582	ARRDC5	0.451778319019022	0.037763709591976	0.618247068810117	0.721310658469134	0.00166816287505295	0.0620094904755321	0.269532339450112	0.207493044656837	0.999858517549214
ASAH1	1.12262602150149	0.000132186267040768	0.034305831478032	0.809706386373115	0.00159663365120809	0.0424055958195867	-0.312919635128377	0.167554695263253	0.933560365005981	ASAH1	0.579538458286795	6.9228796926614e-05	0.0657073587896136	0.418013102672219	0.00482344488412893	0.103408337706809	-0.161525355614575	0.251865412897217	0.999858517549214
ASF1B	0.991431606284857	0.0347799024974931	0.356078755743148	1.27716825664227	0.00304798119220143	0.0567445866953395	0.285736650357415	0.485272898998599	0.967158874012156	ASF1B	0.331846636662882	0.175889718723153	0.915122675091729	0.833939343745242	0.0014670125527163	0.0573600204305853	0.50209270708236	0.0428567774700883	0.999858517549214
ASGR1	0.82305478361488	0.0283081828426835	0.337148551381421	1.26200490879626	0.000479257896365168	0.0214971560460012	0.438950125181378	0.179356257536589	0.935805406528303	ASGR1	0.768589996818899	0.00017359975076733	0.109925659583735	0.958712951183975	1.0330710987214e-05	0.0039750900628369	0.190122954365075	0.325370408832822	0.999858517549214
ASGR2	0.323260846227739	0.551801110822576	0.848934680565749	1.18737591184459	0.0172127173582595	0.147333779735035	0.864115065616847	0.0740272264828838	0.917330765779016	ASGR2	0.174163229435667	0.522354621636885	0.988245312633705	0.844704338931501	0.00330186902348019	0.088109889721803	0.670541109495834	0.0150714152914958	0.923707439515972
ATAD3C	0.00210984226033802	0.993793265068766	0.99767141389655	0.545050163775768	0.0528641301896515	0.278886867283139	0.54294032151543	0.0553781902976309	0.900510176017247	ATAD3C	0.209906067851158	0.14308001933656	0.886361614135274	0.459951550139862	0.00274520544697994	0.0792721909523682	0.250045482288704	0.086341052720692	0.999858517549214
