Symbol	log2FC_SAF1_SAF2.arc	pvalue_SAF1_SAF2.arc	padj_SAF1_SAF2.arc	log2FC_SAF1_SAF3.arc	pvalue_SAF1_SAF3.arc	padj_SAF1_SAF3.arc	log2FC_SAF2_SAF3.arc	pvalue_SAF2_SAF3.arc	padj_SAF2_SAF3.arc	log2FC_SAF1_SAF2.all	pvalue_SAF1_SAF2.all	padj_SAF1_SAF2.all	log2FC_SAF1_SAF3.all	pvalue_SAF1_SAF3.all	padj_SAF1_SAF3.all	log2FC_SAF2_SAF3.all	pvalue_SAF2_SAF3.all	padj_SAF2_SAF3.all
ACSS3	-0.444776563073272	0.109129063965425	0.528971266203084	-1.12584213509103	0.000121743335048952	0.0114380689746748	-0.681065572017762	0.0100898460562146	0.771682334320975	-0.324334588915397	0.0262913340641603	0.583036951824689	-0.72106382711194	1.17744046121243e-05	0.00441137364375826	-0.396729238196543	0.00936904279234184	0.83093511016367
ACVR1C	-0.728429129603887	0.0265536489067074	0.329568051211406	-0.91666959154219	0.00386148030578212	0.0647346976854397	-0.188240461938304	0.508794919551127	0.9700148971976	-0.519228435144297	0.00140268561343036	0.245029951870354	-0.743470191891043	3.06930582051916e-05	0.00794503763031477	-0.224241756746746	0.168404158040888	0.999858517549214
ADAM12	0.643451289792002	0.00893848094196924	0.209388355708481	1.09035513652802	2.80390627434463e-05	0.00566749569652888	0.446903846736023	0.03754918433219	0.881422603436638	0.473701916754084	0.00177294923620251	0.2521418237169	0.670214172791978	4.15340945427065e-05	0.00855685479212918	0.196512256037895	0.189333036168146	0.999858517549214
ADAM19	-0.0440468955646871	0.808394186624532	0.946460020401365	0.468752370077202	0.00820624642054266	0.0981388951997035	0.512799265641889	0.00425617188386708	0.687394196037911	-0.0523950573525861	0.687640534444467	0.992329621541324	0.318957535953891	0.022146669582757	0.221420038518055	0.371352593306477	0.00647952582632383	0.792868320777732
ADAM8	0.593225308589679	0.0280104052932003	0.3361566375773	1.15623780472712	4.12024413929971e-05	0.00707674370472585	0.56301249613744	0.0222534835045395	0.873781996094419	0.342164270395593	0.0804455212628304	0.773330780701496	0.874801408199985	5.00755036774966e-05	0.0091400634084169	0.532637137804392	0.00800916454649279	0.814474826060127
ADAMTS15	0.509106223463178	0.104768049598367	0.523442036537067	0.946962275199054	0.00217011586935673	0.0485838123979879	0.437856051735876	0.123474162734531	0.923598043043093	0.488862498107603	0.000713953944965483	0.191784194612709	0.72022264407218	4.73692561764635e-06	0.002325503793739	0.231360145964577	0.103900235193169	0.999858517549214
ADAMTS6	0.811239598248411	0.0192974354738121	0.288474886263882	0.942701651277582	0.00374790623080453	0.0638905123610281	0.131462053029171	0.662139476872981	0.981931816190735	0.354824979131357	0.106369376342562	0.835862080411443	0.615885885978818	0.00806481739037723	0.132271135354226	0.261060906847461	0.235030428283738	0.999858517549214
ADCK3	-0.858752146406806	0.00195108659799604	0.108974822496414	-1.17864758777855	2.13335456514411e-05	0.00450519906600358	-0.319895441371745	0.173942600981431	0.934128826411431	-0.442105759138571	0.00343550724599275	0.321341963294862	-0.755350055893507	7.43138767252101e-06	0.00319070026764302	-0.313244296754936	0.0414942988315319	0.999858517549214
ADGRE5	0.248120541732787	0.222012275592433	0.656653553688276	0.693885951011271	0.000800276356766727	0.0282335056879345	0.445765409278484	0.025573011406094	0.873781996094419	0.199765938775312	0.146584553954545	0.890357043171669	0.498787132384937	0.000869681783016271	0.0450242165265551	0.299021193609625	0.0347358529583031	0.999858517549214
ADGRG1	-0.675636335258572	0.0041642434670529	0.149542844708963	-0.579355441059783	0.00683503515433721	0.0886761472038241	0.0962808941987897	0.633873629660008	0.977352097840483	-0.0586718785404891	0.674527121116558	0.992329621541324	0.0344546605554453	0.815384386702542	0.962852260482904	0.0931265390959344	0.516160861374853	0.999858517549214
ADGRG3	0.552851770937919	0.272503906322846	0.696847599956976	1.27969538546166	0.00765240592370885	0.0946066390475355	0.726843614523745	0.116667015010576	0.923598043043093	0.00244347588786059	0.994557550712188	0.999212448609356	0.806520543089352	0.0350052001475323	0.283003426746404	0.804077067201491	0.0307420671598097	0.997759514906541
ADGRG5	0.816576841153361	0.0379460223923881	0.369764649331887	1.01368233913156	0.00759601450955116	0.0941945743169495	0.197105497978198	0.561154813118127	0.975811282181533	0.554487755364872	0.00983600081671548	0.421361878798944	0.741399929702678	0.00109974017535684	0.0506699057493701	0.186912174337806	0.37347782713295	0.999858517549214
ADH1A	-0.786137084950355	0.0815754059974412	0.482049326501497	-1.37521007526617	0.00196736815373905	0.0456036613515017	-0.589072990315817	0.145741414941836	0.929622016179078	-0.601787184555799	0.00105469599807558	0.234344716868642	-1.02264687059001	9.74966470758923e-07	0.000925373176279652	-0.420859686034207	0.0286005951214822	0.997759514906541
ADH1B	-1.09290699227923	0.000982657790480581	0.0778224471352607	-1.52383025502078	8.96725727356678e-06	0.00312064435729877	-0.430923262741555	0.11919961476914	0.923598043043093	-0.548012385512617	6.66012508285283e-05	0.0657073587896136	-1.04556438354222	1.36387476869552e-10	1.08331163741489e-06	-0.497551998029603	0.000403610523693306	0.45105675316542
ADHFE1	-0.243395279890899	0.201923514901322	0.641668626450854	-0.938107694296394	1.38428892546007e-05	0.00377938218331908	-0.694712414405495	0.000454822507440866	0.505712883521954	-0.0668701958608021	0.666747444981075	0.992329621541324	-0.448891949800389	0.00802328649741661	0.132271135354226	-0.382021753939587	0.0198592160616724	0.962516255804158
ADPGK	0.230698030143479	0.0732919247225394	0.466018031795016	0.356803521701768	0.00422034530008745	0.0672797921837554	0.126105491558289	0.283088478341431	0.962939555184773	0.136129309930389	0.0726867756607927	0.754042700047481	0.141662405477295	0.0764560147599854	0.410137257776154	0.00553309554690534	0.942590159804868	0.999858517549214
ADRBK2	-0.276201727962988	0.15398098782409	0.594454842216384	-0.705297670333672	0.00042818559747918	0.0203350924736941	-0.429095942370685	0.0189043667680661	0.870458231001373	-0.158670227962719	0.155658368537369	0.896332586698812	-0.425459110672724	0.000548677264492391	0.0359977797906828	-0.266788882710005	0.0222164298681305	0.964314975709065
ADSSL1	-0.671316473941625	0.0830539288641075	0.48486299240127	-1.34384952594713	0.000416184847313478	0.020235736785699	-0.672533052005501	0.0726461567134571	0.917330765779016	-0.260385515563467	0.208489818789924	0.937282106301864	-0.768002987058641	0.000852169539592247	0.0444056341197103	-0.507617471495174	0.0210234031445254	0.962516255804158
AFAP1L1	-0.311500366363651	0.0875648076434358	0.494263684384609	-0.630808033507103	0.000820706839975415	0.0286720520464497	-0.319307667143452	0.0583097414412863	0.900510176017247	-0.0839698145791266	0.465463977760001	0.988245312633705	-0.20876619483297	0.0894100933304304	0.435482446343868	-0.124796380253843	0.293064827020516	0.999858517549214
AGT	-1.29440218070546	0.000825300905096006	0.0748702847915614	-0.654886658846916	0.0548194863520345	0.283328934655341	0.639515521858548	0.0563417219386543	0.900510176017247	-0.385272140071021	0.0976562472038616	0.819754104739616	-0.202330331251481	0.407235269423816	0.814496103271185	0.18294180881954	0.441447914032041	0.999858517549214
AHR	0.203987131888738	0.284002659153763	0.707586088779768	0.57383356494468	0.00307800798157599	0.0568547453411471	0.369846433055942	0.0411611845571566	0.881422603436638	0.0229837363623335	0.876653456444794	0.997365210116601	0.142023240062494	0.364841417634217	0.786369338952494	0.119039503700161	0.433626984784648	0.999858517549214
AIF1	0.844665577341992	0.0331694140929108	0.352270027685768	1.37281875266094	0.00050237914090957	0.0221043198543021	0.52815317531895	0.129452234994792	0.923598043043093	0.182333262412992	0.536772391932682	0.988245312633705	0.579670507153632	0.0651177371663398	0.380731508844837	0.397337244740641	0.188883003428277	0.999858517549214
AKAP1	-0.369246466821618	0.0415073061555844	0.385358841729241	-0.533540528511454	0.00294227598275959	0.0556828072405417	-0.164294061689836	0.313584702449302	0.963195811776739	-0.0516175890327945	0.650987480365718	0.992329621541324	-0.162431903312798	0.181194532998181	0.596304447229743	-0.110814314280004	0.346319665836908	0.999858517549214
