Symbol	log2FC_SAF1_SAF2.arc	pvalue_SAF1_SAF2.arc	padj_SAF1_SAF2.arc	log2FC_SAF1_SAF3.arc	pvalue_SAF1_SAF3.arc	padj_SAF1_SAF3.arc	log2FC_SAF2_SAF3.arc	pvalue_SAF2_SAF3.arc	padj_SAF2_SAF3.arc	log2FC_SAF1_SAF2.all	pvalue_SAF1_SAF2.all	padj_SAF1_SAF2.all	log2FC_SAF1_SAF3.all	pvalue_SAF1_SAF3.all	padj_SAF1_SAF3.all	log2FC_SAF2_SAF3.all	pvalue_SAF2_SAF3.all	padj_SAF2_SAF3.all
EEPD1	-0.389967330980741	0.0762733802428238	0.471950834317505	-0.609202893423789	0.00460111846686997	0.0709163673069099	-0.219235562443048	0.273123115813525	0.962939555184773	-0.203172803243928	0.124704457193031	0.866955185851139	-0.254228926537567	0.0708621749452008	0.395478159425646	-0.051056123293639	0.705326223370287	0.999858517549214
EFHD2	0.199294750501842	0.250176151958648	0.681720708681939	0.671191244221705	0.000224165971551363	0.0153967200557293	0.471896493719864	0.0065059452231191	0.725010882027958	0.211465045253493	0.164265656633153	0.902394987924062	0.480192692455957	0.00344151802650505	0.0890267507273785	0.268727647202464	0.0846041236369424	0.999858517549214
EFNA1	-0.551676871928829	0.0124914605399815	0.240138145625269	-0.670650058780175	0.00173013238125646	0.0428156771984455	-0.118973186851345	0.545178449263979	0.973272449974263	-0.129835043055275	0.324557745326071	0.971785137020614	-0.274237993199225	0.0520534804781158	0.339053859853439	-0.14440295014395	0.287863943552212	0.999858517549214
EGFR	-0.339604024939533	0.0613636218322897	0.44028087490115	-0.539890911976969	0.00246141048699723	0.0519023800007806	-0.200286887037436	0.22011259846064	0.94084050376588	-0.175474946058937	0.181369493342065	0.917632740020244	-0.107282261129216	0.438060652081996	0.831455414467011	0.0681926849297212	0.611755617283892	0.999858517549214
EIF2S3	-0.0297113434654688	0.815740588662105	0.949946512328297	-0.346108949885377	0.00763883734240862	0.0946066390475355	-0.316397606419909	0.0127080695357281	0.821034136351676	-0.0665612067279196	0.475723424243913	0.988245312633705	-0.202795376958978	0.0428277063676299	0.309713210618339	-0.136234170231058	0.158234438796556	0.999858517549214
EIF4B	-0.0419819697351818	0.748520814361167	0.924903989346674	-0.42667127784148	0.00174217469771252	0.0428156771984455	-0.384689308106298	0.00365261180898871	0.672945539147503	-0.0351245801039721	0.614725092283327	0.992329621541324	-0.244178828994495	0.00144088031786432	0.0569760210631436	-0.209054248890523	0.0046811344361508	0.74708344871874
EIF4EBP1	-0.997382043600282	0.000427058423539079	0.0507768876861717	-0.743985623981991	0.00283480124616896	0.0547489506816305	0.25339641961829	0.280604277009903	0.962939555184773	-0.213984088442632	0.250319734015125	0.954951898041974	-0.378699534468074	0.0574543506770242	0.355090219571335	-0.164715446025442	0.390553482388872	0.999858517549214
EIF4EBP2	-0.465783593720228	0.00597196097291043	0.176403498550542	-0.690952395010405	6.14836790706123e-05	0.00823287619904251	-0.225168801290177	0.122156025860975	0.923598043043093	-0.24976553436126	0.0292926081654741	0.584226244280073	-0.333583187374649	0.00659635255342659	0.120680417826837	-0.0838176530133885	0.470366158006461	0.999858517549214
EIF4ENIF1	-0.369864544889282	0.00790843714107073	0.196522057307448	-0.469407717443377	0.000558242218932699	0.0231205226156477	-0.0995431725540952	0.411844917098668	0.963195811776739	-0.107902000151601	0.257419583696409	0.959376949448949	-0.151200060487249	0.135067154862414	0.52597130300224	-0.0432980603356477	0.657603217011409	0.999858517549214
ELMOD3	-0.358584751058323	0.0801572287973304	0.479236322675507	-0.514948065177465	0.0079083558226342	0.0961300056137898	-0.156363314119142	0.392600667239908	0.963195811776739	0.0625470121705748	0.632587297798224	0.992329621541324	-0.331299636029948	0.0190406761073911	0.206339732252343	-0.393846648200523	0.00460306379821406	0.74708344871874
ELOVL6	-3.46748427753424	3.55346941045187e-05	0.0209491827868681	-2.35235855401756	0.00108502449018468	0.0337406846409297	1.11512572351668	0.0961542490432392	0.921974867381084	-2.29055008860244	2.3222287193507e-07	0.0033061570277396	-1.58943348587522	0.000316160070198338	0.0266380985808634	0.701116602727221	0.0855948284676135	0.999858517549214
ELP2	-0.16033249980967	0.233750550769724	0.666936185287523	-0.388545191854481	0.00392697517720516	0.0652911536807002	-0.228212692044812	0.0747315754060681	0.917330765779016	-0.109547294487638	0.148839240791846	0.892116578214343	-0.152585265363387	0.0586921725664847	0.36001743249851	-0.0430379708757486	0.579496384474605	0.999858517549214
ELP3	-0.0795144097914785	0.541162266890914	0.845137627435188	-0.372666477072933	0.00430481708895378	0.0679786350352756	-0.293152067281455	0.0204367976434449	0.873781996094419	-0.0525324459144709	0.586692956604631	0.992329621541324	-0.203440038322093	0.0497124545972015	0.331256027513282	-0.150907592407622	0.132209023994206	0.999858517549214
EMP2	-0.30562490915466	0.0265134933090224	0.329568051211406	-0.392856552450458	0.00336001298591941	0.0599505973994625	-0.0872316432957982	0.478685860148215	0.966499852072356	-0.0613557436581872	0.515802433763899	0.988245312633705	-0.0566478077404014	0.570356956262729	0.893274507547789	0.00470793591778576	0.961211043790494	0.999858517549214
EMP3	-0.0121375170365358	0.967088398183333	0.992023763338014	0.914401263201035	0.00220527440598441	0.049060420707977	0.92653878023757	0.0024927725352992	0.612252391733417	0.137190071930741	0.488567060145926	0.988245312633705	0.577073976271028	0.00693195532457937	0.12398272356286	0.439883904340287	0.0318013984781742	0.997759514906541
ENC1	0.158342298564293	0.4866975232711	0.820364563719665	0.645645883871973	0.00496131670187666	0.0736596747270229	0.48730358530768	0.0253911942957342	0.873781996094419	0.211222596948973	0.140125950930084	0.883193612091931	0.318738392968234	0.0360145017201976	0.286816622851278	0.107515796019262	0.459948330566308	0.999858517549214
ENTPD3	-0.72598358887765	0.0461445428954991	0.397423946560559	-1.25441117989121	0.000718717635105169	0.0264440232658209	-0.528427591013564	0.11925872767175	0.923598043043093	-0.360207706148944	0.0857449639426351	0.790731471996316	-0.685926913170645	0.00279400131824602	0.0800651020849935	-0.325719207021701	0.137341584799656	0.999858517549214
EPB41L4B	-0.716924290583842	0.0258717058111348	0.326952859717782	-0.94695864682335	0.00236053618551904	0.0507182323238597	-0.230034356239508	0.416931450467854	0.964426525246905	-0.3301951914026	0.0375581950924486	0.618247068810117	-0.552907226555096	0.00138565534885384	0.0557767902189605	-0.222712035152497	0.171712579206545	0.999858517549214
EPB41L5	-0.277819325871211	0.0339924462565365	0.354288874131599	-0.475745384202511	0.00035319958800362	0.0191472067841503	-0.1979260583313	0.0973342825320162	0.921974867381084	-0.200351383956528	0.0273765497429659	0.583493892888878	-0.302375282153452	0.00202510824284182	0.0693951477521981	-0.102023898196924	0.269788357934436	0.999858517549214
ERC1	-0.405401095242179	0.0157953710584433	0.263037466794873	-0.416266496230265	0.00823398234744244	0.0981388951997035	-0.010865400988086	0.940543183100572	0.995758494938409	-0.174170300534593	0.130082724631674	0.874118927895356	-0.151042511398444	0.213791271685269	0.645408467977772	0.0231277891361494	0.843704945938209	0.999858517549214
ERN2	1.21604092567527	0.015158903484654	0.261830527655567	1.80063055639464	0.000190433278073411	0.014057048817189	0.584589630719371	0.139361590763735	0.926648016076893	0.487035068257501	0.0581771481111615	0.723013117698879	0.754572686259605	0.0049178399029953	0.104260244243125	0.267537618002104	0.2865359861948	0.999858517549214
ESPL1	0.751016010258518	0.0628531680932195	0.445322721758119	1.07081161616606	0.00367889026627414	0.06294149743351	0.319795605907544	0.365932551937031	0.963195811776739	0.365945063769125	0.059368188331115	0.725016936087113	0.690348447715187	0.000817102386605757	0.0435398902681638	0.324403383946062	0.093978216899627	0.999858517549214
ESR1	-0.798616605882756	0.00204799161760013	0.111450128451631	-0.743116838366409	0.00211962775151802	0.0479083275658602	0.055499767516347	0.800619442368322	0.985628267101122	-0.391477483961696	0.00149609528284748	0.245029951870354	-0.504863688321935	0.000152227602953027	0.017879300113624	-0.113386204360239	0.35808439462802	0.999858517549214
ESR2	-0.621876833957189	0.0103733782014066	0.222720680078455	-0.733258377900353	0.00144321549172373	0.0401969606149589	-0.111381543943164	0.598667299428143	0.976169718570582	-0.09882958297419	0.61698442143679	0.992329621541324	-0.172738683220515	0.408940986727725	0.81573662250245	-0.0739091002463252	0.7173485788648	0.999858517549214
ETFA	-0.149099878482638	0.249318578931416	0.68099979061279	-0.410226612669796	0.00175511292494865	0.0428156771984455	-0.261126734187158	0.0358662713422127	0.881422603436638	-0.144405629319566	0.10917023213834	0.842921028631109	-0.249542689649721	0.0100621801915161	0.147079321752172	-0.105137060330155	0.25530422798048	0.999858517549214
ETV5	-0.0605821227602606	0.659623738538588	0.893748628871251	0.423302704797798	0.00238961532678137	0.0508126028218246	0.483884827558059	0.000741783930124713	0.52947376033223	0.0943739783069227	0.371809035912097	0.977833831262836	0.389463608991214	0.00075429751971601	0.0417857345844235	0.295089630684291	0.00751318407557225	0.793123550291601
ETV6	0.416131828432251	0.0134386917992281	0.247875290837152	0.503350851450454	0.00208095166142172	0.0473567574766918	0.0872190230182027	0.553072534768157	0.974364510634265	0.294823055627624	0.000579651349242459	0.169767645041177	0.3885715080442	2.47784014862851e-05	0.00678404042231232	0.093748452416576	0.265126643104464	0.999858517549214
EVI2A	1.59122557993211	0.00622019982874207	0.18024376485381	1.49954037641358	0.00396131719460972	0.0655900832023834	-0.0916852035185308	0.840441790701208	0.989150389408071	0.501927252230165	0.153014658217787	0.894384590815215	0.669722442992111	0.070377566813371	0.39416420878126	0.167795190761947	0.635522711767808	0.999858517549214
EVI2B	1.93514771710569	0.00403451501289844	0.147727062608505	1.69841559363769	0.00406391676339884	0.0663497151465678	-0.236732123468004	0.649328343198101	0.98011500612699	0.46692997253894	0.217316631359524	0.942979928183467	0.669881221977477	0.093477341213032	0.443748407008922	0.202951249438537	0.596031922591726	0.999858517549214
EYA1	-0.7649828544893	0.127793111060032	0.554997038796251	-1.57125122293579	0.00345706018969883	0.0608064464357322	-0.80626836844649	0.124080572662352	0.923598043043093	-0.657824799778761	0.0190973598876532	0.511845961509084	-0.81472673979946	0.00709184810034864	0.125829180762782	-0.156901940020699	0.598286491300525	0.999858517549214
EZH1	-0.371452418098291	0.0387238376567393	0.372791928799514	-0.528201254216418	0.0024235656755851	0.0512571461044149	-0.156748836118127	0.331371177078356	0.963195811776739	-0.162336142759247	0.158848031109056	0.900644929868433	-0.259069163769918	0.035508837693179	0.285132161442634	-0.0967330210106703	0.412326190466475	0.999858517549214
F5	1.28273684873336	0.01200146388624	0.235845434064458	1.85919131290097	0.000167288952320057	0.0129341107292415	0.57645446416761	0.162909082440395	0.933560365005981	0.311375849907792	0.27893321801068	0.964577971378646	0.789907365295451	0.00898144788884112	0.139442610243654	0.478531515387659	0.0965044699986036	0.999858517549214
F8A1	-0.680933024887026	0.0130614780060323	0.244771070167742	-0.766925597093424	0.00281759900077789	0.0547489506816305	-0.0859925722063981	0.719850263951667	0.98311267769293	-0.123521819507609	0.38098856547994	0.977833831262836	-0.131558922881954	0.377790556227995	0.795180980044052	-0.00803710337434504	0.955721653427847	0.999858517549214
FADS1	-2.62526451295889	8.36351143744369e-06	0.00784779124808532	-2.46731555185663	8.19782268867713e-06	0.00312064435729877	0.15794896110226	0.711719069815916	0.98311267769293	-1.43370393458587	1.4198448297322e-05	0.0288776154869961	-0.959218964656563	0.00436150242220381	0.100079695064999	0.474484969929308	0.132511685384883	0.999858517549214
FADS2	-2.15505739134183	0.000375375479410096	0.0491332687458972	-1.52753905837342	0.00349115519862605	0.0608064464357322	0.627518332968415	0.208183621366664	0.939100828539374	-1.04308180918848	0.000862068503414699	0.212054275996937	-0.563074600954229	0.0803577075210389	0.418760132495253	0.480007208234255	0.120620936727093	0.999858517549214
FAM107A	-0.709117795560878	0.00439214967159472	0.153065334244812	-0.666658887597643	0.00328805846449078	0.059114026955629	0.0424589079632341	0.843709089550768	0.989150389408071	-0.347869218336447	0.0404861628071465	0.635646998984954	-0.402481516539393	0.0260542606528492	0.242718250354315	-0.0546122982029461	0.751143909985247	0.999858517549214
FAM111B	2.35980727926573	0.00283265958441683	0.125658723142372	2.36225447292245	0.00120667339557924	0.0358681131807787	0.00244719365672632	0.996062292313942	0.999644896183909	0.547107912545653	0.21376127390876	0.942204104222605	0.675694476421167	0.13739897732255	0.529978119788984	0.128586563875513	0.766265957460229	0.999858517549214
FAM132B	0.176625453116657	0.660576265993339	0.893947888238468	1.12174308477246	0.00268569035836217	0.0540259135834653	0.945117631655803	0.0125646771754492	0.815493657593718	0.18446818768426	0.453386275263364	0.988245312633705	0.597681187018587	0.0199624380955813	0.21099126293006	0.413212999334327	0.0947810575862965	0.999858517549214
FAM13A	-0.334621260544648	0.204961642491401	0.64321055435762	-0.940789003089181	0.000649907716726089	0.0249878920759713	-0.606167742544533	0.0171901605151585	0.864032635317417	-0.213043350927412	0.0812376257607168	0.777794268967938	-0.635791248338185	4.94934823087016e-06	0.00234879569209661	-0.422747897410773	0.00115927906090696	0.557503000375546
FAM151A	1.63131972318614	0.0012194412646297	0.0841652412353448	0.6454467080232	0.153757990711673	0.476814975038667	-0.985873015162944	0.020617286702031	0.873781996094419	0.784695148192592	0.0080449340931749	0.399079187054115	0.29038345251561	0.343267835046884	0.769002634790619	-0.494311695676982	0.0939986448198009	0.999858517549214
FAM166B	-1.32000446965777	0.00588980907412799	0.175073337373607	-1.60513120531473	0.000671403125664416	0.0256056140836275	-0.285126735656959	0.525671215604918	0.973272449974263	-0.882362885551435	0.000636251701786931	0.177614028987069	-0.960226135536025	0.000507590859461437	0.0346480590152385	-0.0778632499845903	0.766998048253189	0.999858517549214
FAM178B	-0.719103891826516	0.0247384934116722	0.321123801175917	-1.05932371400766	0.000752670509810409	0.0270292767596637	-0.340219822181144	0.245855514928452	0.956500123400507	0.00283856994602881	0.989693193125256	0.99823564720918	-0.607172001841012	0.0112658768734875	0.156633094773283	-0.61001057178704	0.00945278351234178	0.83093511016367
FAM193A	-0.287844340705887	0.0573701355798768	0.43200109011159	-0.434186069583025	0.00329897557734666	0.0592223664394947	-0.146341728877139	0.288437849248095	0.962939555184773	-0.0816964708748849	0.388431059830805	0.979692467627329	-0.124886681950419	0.214035427339557	0.645460674882018	-0.0431902110755346	0.656884458930021	0.999858517549214
FAM20A	0.616115859964632	0.0301730966984971	0.342507664582481	0.763384989930493	0.00420081053285999	0.0672797921837554	0.147269129965861	0.556612479127079	0.975811282181533	0.372093185383536	0.0373190743194966	0.618247068810117	0.462031928928464	0.0144183756656704	0.178581917150181	0.0899387435449283	0.616091321479899	0.999858517549214
FAM213A	-0.232786472967359	0.162619497349661	0.605500860000094	-0.57349005865711	0.00083878648735987	0.0288758881013499	-0.340703585689751	0.0300329942764064	0.873781996094419	-0.0808060716993236	0.510041420425598	0.988245312633705	-0.225862010496836	0.084994667700606	0.429407056087128	-0.145055938797512	0.251961058136056	0.999858517549214
FAM222A	-0.700416409588051	0.05046065726186	0.411983750489357	-0.963910027196163	0.00494978995925124	0.0736574550045804	-0.263493617608112	0.429999494849981	0.966194608901709	-0.230564240879745	0.334264175101616	0.971785137020614	-0.382895035117222	0.132645375407052	0.521389345574323	-0.152330794237477	0.543825230468571	0.999858517549214
FAM46C	0.428309803562459	0.132309266854815	0.562197637828779	0.845775528721168	0.00350270031944946	0.0608064464357322	0.417465725158709	0.11015297659358	0.923598043043093	0.48413359706227	0.0327824992995711	0.597598517961579	0.667698885192865	0.0055059007294408	0.10978642672976	0.183565288130595	0.417198296540126	0.999858517549214
FAM47E	-0.15323007393749	0.514995019606136	0.833084292210037	-0.678745174460193	0.00445949789887843	0.0694141207604301	-0.525515100522703	0.0232909511986676	0.873781996094419	-0.0361634111884516	0.791982710236083	0.997365210116601	-0.621189335646321	6.64681779959422e-05	0.010514527223647	-0.585025924457869	0.000114683208481763	0.324820636547416
FAM83F	-0.765610029035786	0.0493685675643111	0.407773416501715	-1.13638182397121	0.00302032475730142	0.0564601705005076	-0.370771794935424	0.29774966323162	0.963195811776739	-0.32889393930088	0.122003420343678	0.861481195417221	-0.730227767475528	0.00185606660329265	0.0655702735262467	-0.401333828174648	0.0735905573772142	0.999858517549214
FANCE	-0.668678142080704	0.0158675104882553	0.263037466794873	-0.70218915641766	0.00696111952531846	0.0893764792774328	-0.0335110143369557	0.893309739481603	0.990893609116139	-0.336950121779208	0.00865215358493169	0.413358089223733	-0.240658482731095	0.0723564510888335	0.399123903197103	0.0962916390481136	0.45693772142245	0.999858517549214
FAR2	0.824213008799711	0.00663296760370798	0.183642233545259	0.918420946648773	0.00164815450502786	0.0427101430249801	0.0942079378490618	0.708796939950045	0.98311267769293	0.333662201309889	0.103390502973567	0.829776558846602	0.486404874602813	0.0251354892999917	0.237644262433907	0.152742673292924	0.460783504180019	0.999858517549214
FAS	0.493412807834933	0.114197969632873	0.53587918328365	1.0176561218584	0.00147052175674033	0.0405583086474053	0.524243314023472	0.0739056655707929	0.917330765779016	0.179598487473404	0.318955781598249	0.970678943028777	0.348299215420879	0.0681137409257649	0.387894131824046	0.168700727947475	0.358274337546419	0.999858517549214
FASN	-1.83438643837825	0.00101513454441801	0.0778224471352607	-1.72397107087874	0.000728951618329045	0.0265869789247262	0.110415367499506	0.81161996033368	0.986508567290806	-0.870183582195386	0.00208254919261917	0.2521418237169	-0.975703647399695	0.00131709672608732	0.0542412836646447	-0.105520065204309	0.706814912275479	0.999858517549214
FAXDC2	-0.175161557346064	0.325650568099108	0.734359428750935	-0.511050511860898	0.00464168537330957	0.0710002230777915	-0.335888954514834	0.0503211556525569	0.888192877389982	-0.0863287653171788	0.466388697891323	0.988245312633705	-0.291347479099514	0.0226449191304348	0.223581496526719	-0.205018713782335	0.0959418624971546	0.999858517549214
FBLN5	-0.423577260026146	0.00236116363081934	0.115598976513712	-0.384002744295618	0.00292955753085224	0.0555634175657216	0.0395745157305282	0.736357955396291	0.98311267769293	-0.0842982517777878	0.449295227790313	0.988245312633705	-0.0844485912269256	0.473648124502198	0.851537864444726	-0.000150339449137831	0.998949476256581	0.999858517549214
FBP1	1.71141399649741	0.000311933908224851	0.0469526900795045	1.00678949155461	0.00901003702296623	0.103302206945558	-0.704624504942806	0.083531594955661	0.917330765779016	0.549144575082459	0.0178080109289976	0.50360925890966	0.115465085474084	0.628920216617806	0.912270720732318	-0.433679489608375	0.0662057548170575	0.999858517549214
FBXL12	-0.432057377024781	0.00152265543696706	0.0953276627329513	-0.297047598058755	0.0139887783806969	0.131688107324338	0.135009778966025	0.246701364273407	0.95658470898998	-0.12849202442359	0.112051197830792	0.849081331836217	-0.0873061648163518	0.304682361787182	0.736251991616623	0.0411858596072383	0.61724489216261	0.999858517549214
FBXL20	-0.430509378537959	0.000518940329787955	0.0573631775482013	-0.37693626895255	0.000876898755929953	0.0296823935350548	0.053573109585409	0.599188469035468	0.976169718570582	-0.203538903752936	0.0326138778368164	0.597279353059603	-0.213843138991658	0.0339991186191419	0.278027255474281	-0.0103042352387215	0.9148520128496	0.999858517549214
FBXO17	-0.266803202014914	0.124672161565043	0.551912570951924	-0.613008343414334	0.000550558917007756	0.0229789324977662	-0.34620514139942	0.0361477468217009	0.881422603436638	-0.0796089722417846	0.491730335126981	0.988245312633705	-0.330241040409347	0.00862920875865644	0.136808513471038	-0.250632068167562	0.0385416841830347	0.999858517549214
FBXO27	-0.456154778280716	0.089537618574722	0.497005792551487	-1.01388752632042	0.000261216482962362	0.016353769988648	-0.557732748039706	0.0263446588805249	0.873781996094419	-0.205263214944736	0.227841863844264	0.946329625300154	-0.561775552543964	0.00259234958714159	0.0770506911735592	-0.356512337599228	0.0451585873461079	0.999858517549214
FBXO41	0.599521577490649	0.0590607982946923	0.436363794564678	0.856837833205384	0.00403644200929637	0.0663497151465678	0.257316255714735	0.35416726914496	0.963195811776739	0.403730570801956	0.0244257554768412	0.565685857427288	0.605368366790086	0.00155637623533389	0.0590883425665297	0.20163779598813	0.260760562535558	0.999858517549214
FCER1G	1.24405882771813	0.00187099017074692	0.106744515830235	1.30524588844578	0.000546505046230067	0.0229451035581876	0.0611870607276535	0.848410852754858	0.989394493872237	0.359262368782132	0.235737165691008	0.946990523349185	0.567361845857911	0.0767498770439596	0.410784962208591	0.20809947707578	0.498700478645196	0.999858517549214
FCGR1B	0.342580145907623	0.553652494292812	0.850180398403365	1.50240758258799	0.0052177666656411	0.0758505204976542	1.15982743668037	0.0271113209526065	0.873781996094419	0.151531308409361	0.666595574805196	0.992329621541324	1.05183702224754	0.00408297319261818	0.0970888472878007	0.90030571383818	0.010814147335683	0.871273352959705
FCGR3A	1.96208036271891	0.000946906797536554	0.0778224471352607	1.53844768202347	0.00334595354003029	0.059775122017536	-0.423632680695441	0.363300071139453	0.963195811776739	0.853397639989243	0.0150665765874298	0.47153486808676	1.00329448553078	0.00659568990619461	0.120680417826837	0.149896845541537	0.665374865652965	0.999858517549214
FCHO1	0.882922495368292	0.0118213369355075	0.233930204616077	1.60694648615565	1.64642397781012e-05	0.00423578688352126	0.724023990787358	0.0224778144935082	0.873781996094419	0.757072660631853	5.08044465645458e-05	0.0556386850568798	1.22814376433529	3.77407076721381e-09	1.34328613782058e-05	0.471071103703433	0.00832431584109348	0.83093511016367
FCMR	2.080215731023	0.000321667353579902	0.0471525121181577	1.46387107002708	0.00270993054259386	0.0541805432278537	-0.616344660995913	0.208185028212346	0.939100828539374	1.03859479625997	0.00108335372155937	0.234344716868642	0.667959125686771	0.0388205037350832	0.295554819078278	-0.3706356705732	0.232544709987683	0.999858517549214
FDFT1	-0.525634408284379	0.0056022704903212	0.172896460754431	-0.62206340719267	0.00066642255552158	0.025529273294012	-0.0964289989082915	0.551923134533644	0.974364510634265	-0.179410453534602	0.131807667213971	0.874118927895356	-0.273782680451693	0.0315356233197312	0.269815306011426	-0.0943722269170912	0.438477726144128	0.999858517549214
FERMT3	1.12805115269329	0.000494972073135518	0.0555822211332893	1.35564230524517	1.73634630888567e-05	0.00423578688352126	0.22759115255188	0.39454193918545	0.963195811776739	0.453917497571975	0.0374244795351005	0.618247068810117	0.69805099380334	0.00274829851387451	0.0792721909523682	0.244133496231364	0.265431146898512	0.999858517549214
FGD3	0.620390162719165	0.0312806331281168	0.345503261615711	0.840093393677196	0.00208853040253415	0.0473567574766918	0.219703230958032	0.377968684685269	0.963195811776739	0.327200220676518	0.0570976481026634	0.720739856158379	0.608214817658411	0.0010372682437291	0.049450077238957	0.281014596981893	0.106711914997491	0.999858517549214
FGF1	1.04210735700483	0.00149980087891571	0.0943141450479038	1.25100705227509	0.000221304456919567	0.0153967200557293	0.208899695270264	0.437137274994414	0.966499852072356	0.611793296717588	0.000557188169966349	0.169767645041177	0.683426328740028	0.000255716156045335	0.0235883635489785	0.0716330320224397	0.677825999511196	0.999858517549214
FGFRL1	-0.745543462528502	0.00599357119787901	0.176672997664146	-0.891216721527887	0.000594835273571749	0.0236120567489041	-0.145673258999386	0.532725661107571	0.973272449974263	-0.258734859665276	0.0964502261208917	0.818192915023707	-0.345207225100304	0.0376996452999759	0.292645601349295	-0.0864723654350284	0.586094835355584	0.999858517549214
FGR	1.12582931663107	0.00182831720167579	0.105215757159562	1.20525780903441	0.0003378648077345	0.0185288727311451	0.0794284924033484	0.79716667244968	0.985628267101122	0.490909128319841	0.0233566293063722	0.560639593385869	0.675051987104315	0.00335386870568399	0.088424127338561	0.184142858784474	0.394793472317069	0.999858517549214
FIBCD1	1.23403362442664	0.0064280301831199	0.182713829499268	1.27403983370497	0.00285347267400819	0.0548863856342569	0.0400062092783313	0.908700285854431	0.992748041936285	1.38948844427912	7.82523983381103e-06	0.0265558763988234	1.54146809640508	1.83251674556359e-06	0.00119570424814994	0.151979652125963	0.573304000379871	0.999858517549214
FILIP1L	0.69085035100502	0.0144683520409893	0.258482535659939	1.1689143037396	0.000112156352366597	0.0110972044030418	0.478063952734576	0.0610171606942623	0.900510176017247	0.304293496359728	0.0770090818111892	0.76402668832467	0.601709139324062	0.00122654013679593	0.0524480044111765	0.297415642964334	0.0896046217333083	0.999858517549214
FLNB	-0.444973662232492	0.00843377713169835	0.202941348021088	-0.44435314103537	0.00484601056028831	0.0728652533661204	0.000620521197122331	0.996595285436425	0.999644896183909	-0.0751232669476084	0.474211585819093	0.988245312633705	-0.0316090168169392	0.7754957359743	0.952814626968627	0.0435142501306691	0.685922232493863	0.999858517549214
FLT4	-0.928450831335926	8.17850391558227e-05	0.0282238175369691	-1.04421153392841	6.92587270901435e-06	0.00288218155764247	-0.115760702592488	0.542615521550784	0.973272449974263	-0.168559817207327	0.233631240263978	0.946990523349185	-0.158653083451734	0.289061033233906	0.722148449708904	0.00990673375559301	0.945436930158764	0.999858517549214
FLVCR2	0.694175120259324	0.016082723489857	0.264122259551895	0.851664364327637	0.00201745414879645	0.0464145670753186	0.157489244068313	0.532836143546161	0.973272449974263	0.287474600682533	0.0741748543014	0.75822831268237	0.442815794697709	0.00957015291932737	0.144180176838586	0.155341194015177	0.33878473139384	0.999858517549214
FMNL1	0.573206145875272	0.0131971684056696	0.246016779673016	0.883579082929141	0.000140267207795051	0.012291254847872	0.310372937053869	0.129787385630565	0.923598043043093	0.356813680882805	0.00193267237737348	0.2521418237169	0.606594442259881	1.84768514850732e-06	0.00119570424814994	0.249780761377076	0.0300329612243082	0.997759514906541
FMO1	0.891197287687751	0.000974690149553497	0.0778224471352607	1.07943626117367	6.311405745622e-05	0.00823287619904251	0.188238973485922	0.399526816763169	0.963195811776739	0.406953537658817	0.023646042652919	0.561941615946861	0.472225731349217	0.0127453745497067	0.166626168470316	0.0652721936904	0.71648644789908	0.999858517549214
FN1	0.569359040276198	0.0494308213828754	0.407811482067816	0.758549925274199	0.00765669848798056	0.0946066390475355	0.189190884998001	0.483678446109679	0.967158874012156	0.309055264188747	0.0352815882117028	0.606003074328882	0.50711466756147	0.00132583878031161	0.0542412836646447	0.198059403372723	0.181972725182287	0.999858517549214
FNDC1	-0.661791803853582	0.184404917230732	0.623180842206514	-1.55869282564056	0.00221318047543498	0.0490620853967124	-0.896901021786975	0.0735870468312998	0.917330765779016	-0.232250037091447	0.494128238044535	0.988245312633705	-0.353262773014929	0.328728238295931	0.755947212793053	-0.121012735923482	0.729829824551263	0.999858517549214
FNDC4	-0.0859881807307908	0.732205269450583	0.920690847009759	0.843899069852015	0.00118755871093579	0.0355238228351595	0.929887250582806	0.000545972037840743	0.509059541361634	0.263405423760933	0.121752566593388	0.861481195417221	0.57804207921523	0.00169288329295468	0.0621291502808895	0.314636655454297	0.0705592619681358	0.999858517549214
FOSL1	-0.109212478098834	0.883658433774022	0.968524466620656	2.06087919237977	0.00418037551839706	0.0672777224469968	2.1700916704786	0.00369170682428557	0.672945539147503	-0.460495592999132	0.196429796858335	0.929988111110008	0.80949691295466	0.0285766266165985	0.254756063331567	1.26999250595379	0.000651812638848651	0.45105675316542
FOXJ3	-0.153162688037156	0.230321975810233	0.66248213767529	-0.332554180186489	0.00818136136292163	0.0980170041693295	-0.179391492149333	0.128185107328139	0.923598043043093	-0.101218419951224	0.209364544421059	0.937282106301864	-0.200574254191499	0.0205241722340916	0.212048360012164	-0.0993558342402746	0.230838300628237	0.999858517549214
FRMD4A	-0.337887347349638	0.0310283886253414	0.343697603325527	-0.477316706194578	0.00171941243193386	0.0428156771984455	-0.139429358844939	0.31280026399873	0.963195811776739	-0.174605890618593	0.0305501584578915	0.585059005703489	-0.283648686530605	0.00118215277840453	0.0516949014045223	-0.109042795912012	0.184751081991927	0.999858517549214
FRS3	-0.486052983172828	0.0264073063702618	0.329156019247268	-0.686915394527418	0.00142446484419229	0.0397529646557726	-0.20086241135459	0.316542706692016	0.963195811776739	-0.0712740905370809	0.53801722343101	0.988245312633705	-0.236112346933981	0.0571192639784102	0.354647606306422	-0.1648382563969	0.170064179888609	0.999858517549214
